File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF426BJU	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR046INL	ChIP-seq	UBERON:0000473	testis	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF001TDO, ENCFF745GHM	456	ENCODE Processing Pipeline	f819f3abbe4f2b0d4fbe2bcf6286a209		https://www.encodeproject.org/files/ENCFF426BJU/@@download/ENCFF426BJU.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF745GHM	bed narrowPeak	peaks	ENCSR046INL	ChIP-seq	UBERON:0000473	testis	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF991CXG	5150204	ENCODE Processing Pipeline	38ed709911e0f7a34d5f0bd3aea6834d		https://www.encodeproject.org/files/ENCFF745GHM/@@download/ENCFF745GHM.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF406GXU	bed narrowPeak	peaks	ENCSR803FAP	ChIP-seq	UBERON:0000473	testis	tissue	adult	male	54 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-01-30	ENCODE				1							ENCFF514TTH, ENCFF576YJV	5561763	ENCODE Processing Pipeline	742eb192e5271788688432c6ca1e5c66		https://www.encodeproject.org/files/ENCFF406GXU/@@download/ENCFF406GXU.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF940TNN	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR803FAP	ChIP-seq	UBERON:0000473	testis	tissue	adult	male	54 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-01-30	ENCODE				1							ENCFF001TDO, ENCFF406GXU	92326	ENCODE Processing Pipeline	3674c200c1620910d45c05a8bab1d32d		https://www.encodeproject.org/files/ENCFF940TNN/@@download/ENCFF940TNN.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF651APG	bed narrowPeak	peaks	ENCSR803FAP	ChIP-seq	UBERON:0000473	testis	tissue	adult	male	54 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-01-30	ENCODE				1							ENCFF218YRX, ENCFF820JHF	5580768	ENCODE Processing Pipeline	6d54dd5e3900b0a0e42646b816b50400		https://www.encodeproject.org/files/ENCFF651APG/@@download/ENCFF651APG.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF535DHF	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR803FAP	ChIP-seq	UBERON:0000473	testis	tissue	adult	male	54 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-01-30	ENCODE				1							ENCFF419RSJ, ENCFF651APG	102982	ENCODE Processing Pipeline	dcbbe820bbbe6b84ede84a3363018afb		https://www.encodeproject.org/files/ENCFF535DHF/@@download/ENCFF535DHF.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF856ZCX	bed narrowPeak	peaks	ENCSR186NVR	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	male	37 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2017-06-23	ENCODE				1							ENCFF492MLX, ENCFF653KEU	6434619	ENCODE Processing Pipeline	2991024c9bb5f14ee8b65fdc0d7278af		https://www.encodeproject.org/files/ENCFF856ZCX/@@download/ENCFF856ZCX.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF045AYR	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR186NVR	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	male	37 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2017-06-23	ENCODE				1							ENCFF001TDO, ENCFF856ZCX	623703	ENCODE Processing Pipeline	e362a3c04e816689618621968673bdf7		https://www.encodeproject.org/files/ENCFF045AYR/@@download/ENCFF045AYR.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF943XYS	bed narrowPeak	peaks	ENCSR186NVR	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	male	37 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2017-06-23	ENCODE				1							ENCFF206AIY, ENCFF444NCW	6451777	ENCODE Processing Pipeline	44442046d3bf0d58d97b65bf63b10884		https://www.encodeproject.org/files/ENCFF943XYS/@@download/ENCFF943XYS.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF973KKY	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR186NVR	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	male	37 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2017-06-23	ENCODE				1							ENCFF419RSJ, ENCFF943XYS	634343	ENCODE Processing Pipeline	ae1739828113549c6dc36dc3cc8fda42		https://www.encodeproject.org/files/ENCFF973KKY/@@download/ENCFF973KKY.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF580NSJ	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR761RDB	ChIP-seq	UBERON:0001157	transverse colon	tissue	adult	female	53 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF296GAR, ENCFF419RSJ	27249	ENCODE Processing Pipeline	570e615629d98fe49614fa01f6e79b4b		https://www.encodeproject.org/files/ENCFF580NSJ/@@download/ENCFF580NSJ.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF296GAR	bed narrowPeak	peaks	ENCSR761RDB	ChIP-seq	UBERON:0001157	transverse colon	tissue	adult	female	53 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF223YMP	5366617	ENCODE Processing Pipeline	8de03070daf145cc75a75572085c58cc		https://www.encodeproject.org/files/ENCFF296GAR/@@download/ENCFF296GAR.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF477EJA	bed narrowPeak	peaks	ENCSR761RDB	ChIP-seq	UBERON:0001157	transverse colon	tissue	adult	female	53 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF534JTX	5364675	ENCODE Processing Pipeline	160bcee42e6ba15647b39857e8fdb60c		https://www.encodeproject.org/files/ENCFF477EJA/@@download/ENCFF477EJA.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF830XLX	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR761RDB	ChIP-seq	UBERON:0001157	transverse colon	tissue	adult	female	53 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF001TDO, ENCFF477EJA	27034	ENCODE Processing Pipeline	c14d8cbdff517f26478f529b3a4b2607		https://www.encodeproject.org/files/ENCFF830XLX/@@download/ENCFF830XLX.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF435EDS	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR353DFU	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	adult	female	51 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2017-04-04	ENCODE				1							ENCFF001TDO, ENCFF294TXO	574385	ENCODE Processing Pipeline	efb628c836df34c3be5196192b76c4f2		https://www.encodeproject.org/files/ENCFF435EDS/@@download/ENCFF435EDS.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF294TXO	bed narrowPeak	peaks	ENCSR353DFU	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	adult	female	51 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2017-04-04	ENCODE				1							ENCFF386INF, ENCFF629CBG	6152257	ENCODE Processing Pipeline	3c3f3728aaf8c7ab0d4e3aa350b057dd		https://www.encodeproject.org/files/ENCFF294TXO/@@download/ENCFF294TXO.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF577LSV	bed narrowPeak	peaks	ENCSR353DFU	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	adult	female	51 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2017-04-04	ENCODE				1							ENCFF288VXA, ENCFF827XZB	6212368	ENCODE Processing Pipeline	8ac5e3a7df050fae8623476dd340c60a		https://www.encodeproject.org/files/ENCFF577LSV/@@download/ENCFF577LSV.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF897UFD	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR353DFU	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	adult	female	51 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2017-04-04	ENCODE				1							ENCFF419RSJ, ENCFF577LSV	595143	ENCODE Processing Pipeline	6af4db010840ed4cec4fd6a40ba85a62		https://www.encodeproject.org/files/ENCFF897UFD/@@download/ENCFF897UFD.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF291RDN	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR551MLB	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF149EWP, ENCFF419RSJ	264626	ENCODE Processing Pipeline	942956b0f1a7614630124ad98e5ea812		https://www.encodeproject.org/files/ENCFF291RDN/@@download/ENCFF291RDN.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF052MLC	bed narrowPeak	peaks	ENCSR551MLB	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF719ASG	5164567	ENCODE Processing Pipeline	564e358518e174fd8563fa6c0eef389d		https://www.encodeproject.org/files/ENCFF052MLC/@@download/ENCFF052MLC.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF597JRR	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR551MLB	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF001TDO, ENCFF052MLC	267172	ENCODE Processing Pipeline	4fbb8144d469503075301fcc21bec0d5		https://www.encodeproject.org/files/ENCFF597JRR/@@download/ENCFF597JRR.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF149EWP	bed narrowPeak	peaks	ENCSR551MLB	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF210CWN	5158845	ENCODE Processing Pipeline	88d804afc4b2947d76e97343b6046dda		https://www.encodeproject.org/files/ENCFF149EWP/@@download/ENCFF149EWP.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF637FOR	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR252XWG	ChIP-seq	UBERON:0004264	lower leg skin	tissue	adult	male	54 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF173TPC	258148	ENCODE Processing Pipeline	b47d818695eede8a4856409220c10f6f		https://www.encodeproject.org/files/ENCFF637FOR/@@download/ENCFF637FOR.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF173TPC	bed narrowPeak	peaks	ENCSR252XWG	ChIP-seq	UBERON:0004264	lower leg skin	tissue	adult	male	54 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2016-11-07	ENCODE				1							ENCFF191LEP, ENCFF546PNW	6259235	ENCODE Processing Pipeline	e513594478f6683c4ed945a918cd417a		https://www.encodeproject.org/files/ENCFF173TPC/@@download/ENCFF173TPC.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF436ENK	bed narrowPeak	peaks	ENCSR252XWG	ChIP-seq	UBERON:0004264	lower leg skin	tissue	adult	male	54 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2016-11-07	ENCODE				1							ENCFF047KMB, ENCFF076LAL	6261302	ENCODE Processing Pipeline	0bfe9fee946edcce43c9b41d903b86f1		https://www.encodeproject.org/files/ENCFF436ENK/@@download/ENCFF436ENK.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF916FGF	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR252XWG	ChIP-seq	UBERON:0004264	lower leg skin	tissue	adult	male	54 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2016-11-07	ENCODE				1							ENCFF419RSJ, ENCFF436ENK	263275	ENCODE Processing Pipeline	f96b76d134f54a31962e14f3fba76aae		https://www.encodeproject.org/files/ENCFF916FGF/@@download/ENCFF916FGF.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF245JXB	bed narrowPeak	peaks	ENCSR450BLH	ChIP-seq	UBERON:0002369	adrenal gland	tissue	adult	male	54 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2016-11-07	ENCODE				1							ENCFF259DRG, ENCFF837NJP	7170562	ENCODE Processing Pipeline	a44cb707f8b90ef0f032ad67b19427dd		https://www.encodeproject.org/files/ENCFF245JXB/@@download/ENCFF245JXB.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF215GGE	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR450BLH	ChIP-seq	UBERON:0002369	adrenal gland	tissue	adult	male	54 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF245JXB	807987	ENCODE Processing Pipeline	06122543cfa22e6b6427b66949f470f2		https://www.encodeproject.org/files/ENCFF215GGE/@@download/ENCFF215GGE.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF411KGD	bed narrowPeak	peaks	ENCSR450BLH	ChIP-seq	UBERON:0002369	adrenal gland	tissue	adult	male	54 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2016-11-07	ENCODE				1							ENCFF626LKC, ENCFF693ANZ	7174687	ENCODE Processing Pipeline	168d0ffe9709a443c30286b0b7c045e7		https://www.encodeproject.org/files/ENCFF411KGD/@@download/ENCFF411KGD.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF574FIL	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR450BLH	ChIP-seq	UBERON:0002369	adrenal gland	tissue	adult	male	54 year	Homo sapiens					CTCF-human	ENCAB830JLB	DNA					False	2016-11-07	ENCODE				1							ENCFF411KGD, ENCFF419RSJ	807722	ENCODE Processing Pipeline	8371b117d5252bb3767d2f28a355ac8f		https://www.encodeproject.org/files/ENCFF574FIL/@@download/ENCFF574FIL.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF445TVF	bed narrowPeak	peaks	ENCSR935XOT	ChIP-seq	UBERON:0001323	tibial nerve	tissue	adult	female	53 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-04-04	ENCODE				1							ENCFF146RSB, ENCFF304OGW	5415933	ENCODE Processing Pipeline	c63216618b224250bd926eeed19e9f4b		https://www.encodeproject.org/files/ENCFF445TVF/@@download/ENCFF445TVF.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF921JEC	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR935XOT	ChIP-seq	UBERON:0001323	tibial nerve	tissue	adult	female	53 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-04-04	ENCODE				1							ENCFF001TDO, ENCFF445TVF	189822	ENCODE Processing Pipeline	0be1a1db71b023110a1b00caacef8de5		https://www.encodeproject.org/files/ENCFF921JEC/@@download/ENCFF921JEC.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF663DIG	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR935XOT	ChIP-seq	UBERON:0001323	tibial nerve	tissue	adult	female	53 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-04-04	ENCODE				1							ENCFF087XEZ, ENCFF419RSJ	190883	ENCODE Processing Pipeline	95c60e837d7db276418abceb9731df5c		https://www.encodeproject.org/files/ENCFF663DIG/@@download/ENCFF663DIG.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF087XEZ	bed narrowPeak	peaks	ENCSR935XOT	ChIP-seq	UBERON:0001323	tibial nerve	tissue	adult	female	53 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-04-04	ENCODE				1							ENCFF692BVS, ENCFF787VGS	5415920	ENCODE Processing Pipeline	9d75a0c84d4e8d8fd31b19ccd063c479		https://www.encodeproject.org/files/ENCFF087XEZ/@@download/ENCFF087XEZ.bed.gz	GRCh38			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF423BKD	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR289VTP	ChIP-seq	UBERON:0002106	spleen	tissue	adult	female	53 year	Homo sapiens					POLR2A-human	ENCAB127BKP	DNA					False	2017-04-04	ENCODE				1							ENCFF001TDO, ENCFF108GJC	108726	ENCODE Processing Pipeline	de8305f9dada323cfae50d55fd52a6c3		https://www.encodeproject.org/files/ENCFF423BKD/@@download/ENCFF423BKD.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF108GJC	bed narrowPeak	peaks	ENCSR289VTP	ChIP-seq	UBERON:0002106	spleen	tissue	adult	female	53 year	Homo sapiens					POLR2A-human	ENCAB127BKP	DNA					False	2017-04-04	ENCODE				1							ENCFF671AZH, ENCFF856RNU	5734887	ENCODE Processing Pipeline	59a65498fe1a618154eec162abc6011e		https://www.encodeproject.org/files/ENCFF108GJC/@@download/ENCFF108GJC.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF128AIK	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR289VTP	ChIP-seq	UBERON:0002106	spleen	tissue	adult	female	53 year	Homo sapiens					POLR2A-human	ENCAB127BKP	DNA					False	2017-04-04	ENCODE				1							ENCFF419RSJ, ENCFF622HHY	107700	ENCODE Processing Pipeline	cd43b9eb75229927f49308ccac9c5764		https://www.encodeproject.org/files/ENCFF128AIK/@@download/ENCFF128AIK.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF622HHY	bed narrowPeak	peaks	ENCSR289VTP	ChIP-seq	UBERON:0002106	spleen	tissue	adult	female	53 year	Homo sapiens					POLR2A-human	ENCAB127BKP	DNA					False	2017-04-04	ENCODE				1							ENCFF069SYK, ENCFF908QTW	5735991	ENCODE Processing Pipeline	6acc23fdc65bc29d8b089659e9512c72		https://www.encodeproject.org/files/ENCFF622HHY/@@download/ENCFF622HHY.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF852XQI	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR912ZIY	ChIP-seq	UBERON:0002367	prostate gland	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF001TDO, ENCFF854NUO	13713	ENCODE Processing Pipeline	1fca11d0cd6de31023c4584ef660c1d8		https://www.encodeproject.org/files/ENCFF852XQI/@@download/ENCFF852XQI.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF854NUO	bed narrowPeak	peaks	ENCSR912ZIY	ChIP-seq	UBERON:0002367	prostate gland	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF780ISS	5933733	ENCODE Processing Pipeline	fa1c9f9d1b719d69f4b30900233991e9		https://www.encodeproject.org/files/ENCFF854NUO/@@download/ENCFF854NUO.bed.gz	hg19			released	antibody characterized with exemption, moderate library complexity, mild to moderate bottlenecking			
ENCFF240CHW	bed narrowPeak	peaks	ENCSR270TYZ	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF265RTL	7048920	ENCODE Processing Pipeline	a73ac76000421fc4823fe02c0c367f7c		https://www.encodeproject.org/files/ENCFF240CHW/@@download/ENCFF240CHW.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF783HDF	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR270TYZ	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF240CHW, ENCFF419RSJ	16989	ENCODE Processing Pipeline	ee56cc46eb6cdd5aa92f9cc67ce75747		https://www.encodeproject.org/files/ENCFF783HDF/@@download/ENCFF783HDF.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF358ADA	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR270TYZ	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF001TDO, ENCFF362CPR	18062	ENCODE Processing Pipeline	093fb1152c273dc656fd7b4656d0cd5e		https://www.encodeproject.org/files/ENCFF358ADA/@@download/ENCFF358ADA.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF362CPR	bed narrowPeak	peaks	ENCSR270TYZ	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF020FAT	7041585	ENCODE Processing Pipeline	07fc3b79cc95f0ed5dbfb696fde20b65		https://www.encodeproject.org/files/ENCFF362CPR/@@download/ENCFF362CPR.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF567XKZ	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR828PZH	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF419RSJ, ENCFF759YZA	246157	ENCODE Processing Pipeline	754dcba2bcc08cc56f60734517f6dffc		https://www.encodeproject.org/files/ENCFF567XKZ/@@download/ENCFF567XKZ.bed.gz	GRCh38			released	control low read depth, antibody characterized with exemption			
ENCFF759YZA	bed narrowPeak	peaks	ENCSR828PZH	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF397ADX	4919080	ENCODE Processing Pipeline	cb2a5307cb1c4225ee8ddb3ec36599d5		https://www.encodeproject.org/files/ENCFF759YZA/@@download/ENCFF759YZA.bed.gz	GRCh38			released	control low read depth, antibody characterized with exemption			
ENCFF433YXI	bed narrowPeak	peaks	ENCSR828PZH	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF931BEZ	4906299	ENCODE Processing Pipeline	9e824e15037fe6a72787c8d1c8408624		https://www.encodeproject.org/files/ENCFF433YXI/@@download/ENCFF433YXI.bed.gz	hg19			released	control low read depth, antibody characterized with exemption			
ENCFF423CKN	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR828PZH	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	adult	male	37 year	Homo sapiens					EP300-human	ENCAB284TTY	DNA		see document		formaldehyde	False	2017-06-15	ENCODE				1							ENCFF001TDO, ENCFF433YXI	240442	ENCODE Processing Pipeline	9a2dfb532592956632fea3ac536f0b5b		https://www.encodeproject.org/files/ENCFF423CKN/@@download/ENCFF423CKN.bed.gz	hg19			released	control low read depth, antibody characterized with exemption			
ENCFF333BFY	bed narrowPeak	peaks	ENCSR464CSO	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	adult	male	37 year	Homo sapiens					POLR2AphosphoS5-human	ENCAB000AOD	DNA		see document		formaldehyde	False	2017-10-31	ENCODE				1							ENCFF430QKJ, ENCFF572OLC	7065330	ENCODE Processing Pipeline	4015f6cb7c649c79441e23a2c73e8724		https://www.encodeproject.org/files/ENCFF333BFY/@@download/ENCFF333BFY.bed.gz	GRCh38			released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF999DBK	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR464CSO	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	adult	male	37 year	Homo sapiens					POLR2AphosphoS5-human	ENCAB000AOD	DNA		see document		formaldehyde	False	2017-10-31	ENCODE				1							ENCFF333BFY, ENCFF419RSJ	441321	ENCODE Processing Pipeline	b4246199e0e6c629fca9464e369c6ef3		https://www.encodeproject.org/files/ENCFF999DBK/@@download/ENCFF999DBK.bed.gz	GRCh38			released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF751MNI	bed narrowPeak	peaks	ENCSR464CSO	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	adult	male	37 year	Homo sapiens					POLR2AphosphoS5-human	ENCAB000AOD	DNA		see document		formaldehyde	False	2017-10-31	ENCODE				1							ENCFF003VUV, ENCFF036PVG	7063991	ENCODE Processing Pipeline	eecdf6db6da53ab478b31050f2298412		https://www.encodeproject.org/files/ENCFF751MNI/@@download/ENCFF751MNI.bed.gz	hg19			released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF792QGT	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR464CSO	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	adult	male	37 year	Homo sapiens					POLR2AphosphoS5-human	ENCAB000AOD	DNA		see document		formaldehyde	False	2017-10-31	ENCODE				1							ENCFF001TDO, ENCFF751MNI	445448	ENCODE Processing Pipeline	15c311c339ae613c5ca6b8c1a083460f		https://www.encodeproject.org/files/ENCFF792QGT/@@download/ENCFF792QGT.bed.gz	hg19			released	antibody characterized with exemption	experiment not submitted to GEO		
