File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF347GDH	bed narrowPeak	peaks	ENCSR656QYL	DNase-seq	UBERON:0005270	renal cortex interstitium	tissue	embryonic	female	103 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF675MOC	1357390	ENCODE Processing Pipeline	ebb8d5c287210b1de769b77ecd8451d3		https://www.encodeproject.org/files/ENCFF347GDH/@@download/ENCFF347GDH.bed.gz	hg19			released	low spot score			
ENCFF664WUJ	bed narrowPeak	peaks	ENCSR495INQ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	42 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF412CXQ	914781	ENCODE Processing Pipeline	f88f3f2a61c6127d562fa03ef5c9fd63		https://www.encodeproject.org/files/ENCFF664WUJ/@@download/ENCFF664WUJ.bed.gz	hg19			archived	low read depth			
ENCFF646LUA	bed narrowPeak	peaks	ENCSR495INQ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	42 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF700EQB, ENCFF992CZQ	919953	ENCODE Processing Pipeline	75c8cee921989e524a4e6d2b78b4ee1a		https://www.encodeproject.org/files/ENCFF646LUA/@@download/ENCFF646LUA.bed.gz	GRCh38			archived	low read depth			
ENCFF799KWG	bed narrowPeak	peaks	ENCSR495INQ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	42 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF307JMF, ENCFF967OQF	944351	ENCODE Processing Pipeline	5e8ff05c70778cfaa16b065582528493		https://www.encodeproject.org/files/ENCFF799KWG/@@download/ENCFF799KWG.bed.gz	GRCh38			released	low read depth			
ENCFF206FZJ	bed narrowPeak	peaks	ENCSR495INQ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	42 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF160LMY, ENCFF390DNP	939895	ENCODE Processing Pipeline	5d090699fb77bf315813ef7c9cef0d17		https://www.encodeproject.org/files/ENCFF206FZJ/@@download/ENCFF206FZJ.bed.gz	hg19			released	low read depth			
ENCFF401NSY	bed narrowPeak	peaks	ENCSR639ZJI	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	23 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF083VJX, ENCFF163ZHO	755648	ENCODE Processing Pipeline	5dc8c43b1a0ef6ee92b1170a91522bec		https://www.encodeproject.org/files/ENCFF401NSY/@@download/ENCFF401NSY.bed.gz	hg19			archived	low read depth			
ENCFF701RGI	bed narrowPeak	peaks	ENCSR639ZJI	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	23 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF904MRP, ENCFF992CZQ	758980	ENCODE Processing Pipeline	1318cb98c4ede41a442e0d79aee99af2		https://www.encodeproject.org/files/ENCFF701RGI/@@download/ENCFF701RGI.bed.gz	GRCh38			archived	low read depth			
ENCFF784TVL	bed narrowPeak	peaks	ENCSR639ZJI	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	23 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF967OQF, ENCFF976DGL	779167	ENCODE Processing Pipeline	304b7dc9654d80435d17d37410a078fd		https://www.encodeproject.org/files/ENCFF784TVL/@@download/ENCFF784TVL.bed.gz	GRCh38			released	low read depth			
ENCFF736ACF	bed narrowPeak	peaks	ENCSR639ZJI	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	23 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF330KKF, ENCFF390DNP	776125	ENCODE Processing Pipeline	a51f8695598f4e8a4c9b2091803fae51		https://www.encodeproject.org/files/ENCFF736ACF/@@download/ENCFF736ACF.bed.gz	hg19			released	low read depth			
ENCFF591NRB	bed narrowPeak	peaks	ENCSR621ENC	DNase-seq	UBERON:0000966	retina	tissue	embryonic	unknown	74 day, 85 day	Homo sapiens							DNA		see document	see document		False	2016-05-09	ENCODE				1							ENCFF696YBQ	3590569	John Stamatoyannopoulos, UW	7337e62caabd564e6ffc650a8c6ca0c6		https://www.encodeproject.org/files/ENCFF591NRB/@@download/ENCFF591NRB.bed.gz	hg19			archived		experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF401BCF	bed narrowPeak	peaks	ENCSR621ENC	DNase-seq	UBERON:0000966	retina	tissue	embryonic	unknown	74 day, 85 day	Homo sapiens							DNA		see document	see document		False	2016-05-09	ENCODE				2							ENCFF275GDR	2878764	John Stamatoyannopoulos, UW	76c4ef20d87d86d90aa77c50b74267ee		https://www.encodeproject.org/files/ENCFF401BCF/@@download/ENCFF401BCF.bed.gz	hg19			archived		experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF569TTJ	bed narrowPeak	peaks	ENCSR621ENC	DNase-seq	UBERON:0000966	retina	tissue	embryonic	unknown	74 day, 85 day	Homo sapiens							DNA		see document	see document		False	2016-05-09	ENCODE				1							ENCFF450AEQ, ENCFF967OQF	2813854	ENCODE Processing Pipeline	9017ebce536585dcdd1fcb5a49d30233		https://www.encodeproject.org/files/ENCFF569TTJ/@@download/ENCFF569TTJ.bed.gz	GRCh38			released		experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF309NRH	bed narrowPeak	peaks	ENCSR621ENC	DNase-seq	UBERON:0000966	retina	tissue	embryonic	unknown	74 day, 85 day	Homo sapiens							DNA		see document	see document		False	2016-05-09	ENCODE				2							ENCFF012SLK, ENCFF967OQF	1703599	ENCODE Processing Pipeline	877446fa684b6c046814bd5011427532		https://www.encodeproject.org/files/ENCFF309NRH/@@download/ENCFF309NRH.bed.gz	GRCh38			released		experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF145LFA	bed narrowPeak	peaks	ENCSR621ENC	DNase-seq	UBERON:0000966	retina	tissue	embryonic	unknown	74 day, 85 day	Homo sapiens							DNA		see document	see document		False	2016-05-09	ENCODE				1							ENCFF031OGD, ENCFF390DNP	2804335	ENCODE Processing Pipeline	791779ee4a5555efd984033347750c7c		https://www.encodeproject.org/files/ENCFF145LFA/@@download/ENCFF145LFA.bed.gz	hg19			released		experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF201DHP	bed narrowPeak	peaks	ENCSR621ENC	DNase-seq	UBERON:0000966	retina	tissue	embryonic	unknown	74 day, 85 day	Homo sapiens							DNA		see document	see document		False	2016-05-09	ENCODE				2							ENCFF191TSP, ENCFF390DNP	1699156	ENCODE Processing Pipeline	1e74d50b0433632eb1fe4b9bd4947d08		https://www.encodeproject.org/files/ENCFF201DHP/@@download/ENCFF201DHP.bed.gz	hg19			released		experiment not submitted to GEO, sequencing runs labeled as technical replicates		
ENCFF270TFI	bed narrowPeak	peaks	ENCSR414ZUA	DNase-seq	UBERON:0004539	right kidney	tissue	embryonic	male	108 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF789JUT	666233	ENCODE Processing Pipeline	b6151001439e35082ebae17dfebd7530		https://www.encodeproject.org/files/ENCFF270TFI/@@download/ENCFF270TFI.bed.gz	hg19			archived	low read depth			
ENCFF733UOT	bed narrowPeak	peaks	ENCSR414ZUA	DNase-seq	UBERON:0004539	right kidney	tissue	embryonic	male	108 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF183FEC, ENCFF992CZQ	669320	ENCODE Processing Pipeline	dca8201fbf391e25deec608425f177be		https://www.encodeproject.org/files/ENCFF733UOT/@@download/ENCFF733UOT.bed.gz	GRCh38			archived	low read depth			
ENCFF480AIG	bed narrowPeak	peaks	ENCSR414ZUA	DNase-seq	UBERON:0004539	right kidney	tissue	embryonic	male	108 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF004DBD, ENCFF967OQF	714493	ENCODE Processing Pipeline	06c01bb4ebbb09dd2afb3a51448254ae		https://www.encodeproject.org/files/ENCFF480AIG/@@download/ENCFF480AIG.bed.gz	GRCh38			released	low read depth			
ENCFF964MKU	bed narrowPeak	peaks	ENCSR414ZUA	DNase-seq	UBERON:0004539	right kidney	tissue	embryonic	male	108 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF492PFH	712391	ENCODE Processing Pipeline	aa7d2e2b1fdaf7014db2bd4e0da7a5d6		https://www.encodeproject.org/files/ENCFF964MKU/@@download/ENCFF964MKU.bed.gz	hg19			released	low read depth			
ENCFF001SSD	bed narrowPeak	peaks	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-10-19	ENCODE				1, 2							ENCFF001EDT, ENCFF001EED	1571708	John Stamatoyannopoulos, UW	b4a1bb6818000c680e8017695430457a		https://www.encodeproject.org/files/ENCFF001SSD/@@download/ENCFF001SSD.bed.gz	hg19			archived	low spot score, low read depth			
ENCFF001WRX	bed narrowPeak	peaks	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-10-19	ENCODE				1							ENCFF001EDT	1956324	John Stamatoyannopoulos, UW	5e70fc4b2ac0f5b6e1ee195d856e054e		https://www.encodeproject.org/files/ENCFF001WRX/@@download/ENCFF001WRX.bed.gz	hg19			archived	low spot score, low read depth			
ENCFF001WRY	bed narrowPeak	peaks	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-10-19	ENCODE				2							ENCFF001EED	1876121	John Stamatoyannopoulos, UW	2a707ce48df3f49af8a0a93a41ff876b		https://www.encodeproject.org/files/ENCFF001WRY/@@download/ENCFF001WRY.bed.gz	hg19			archived	low spot score, low read depth			
ENCFF504FWZ	bed narrowPeak	peaks	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-10-19	ENCODE				1							ENCFF121VHH, ENCFF163ZHO	1009000	ENCODE Processing Pipeline	0c6ac1e8b48adf87f2429ff7b0bce0fd		https://www.encodeproject.org/files/ENCFF504FWZ/@@download/ENCFF504FWZ.bed.gz	hg19			archived	low spot score, low read depth			
ENCFF577MUT	bed narrowPeak	peaks	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-10-19	ENCODE				2							ENCFF163ZHO, ENCFF972SLL	994961	ENCODE Processing Pipeline	ddec5db1beb494546549925e00fe24d4		https://www.encodeproject.org/files/ENCFF577MUT/@@download/ENCFF577MUT.bed.gz	hg19			archived	low spot score, low read depth			
ENCFF590KXD	bed narrowPeak	peaks	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-10-19	ENCODE				1							ENCFF222FBW, ENCFF992CZQ	1014368	ENCODE Processing Pipeline	e6e9c319b0081ddba1ca60ca42398315		https://www.encodeproject.org/files/ENCFF590KXD/@@download/ENCFF590KXD.bed.gz	GRCh38			archived	low spot score, low read depth			
ENCFF451SZH	bed narrowPeak	peaks	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-10-19	ENCODE				2							ENCFF026UXE, ENCFF992CZQ	998844	ENCODE Processing Pipeline	7c6ff98a5ac400700dd3466962b3c0a9		https://www.encodeproject.org/files/ENCFF451SZH/@@download/ENCFF451SZH.bed.gz	GRCh38			archived	low spot score, low read depth			
ENCFF545OIN	bed narrowPeak	peaks	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-10-19	ENCODE				1							ENCFF879BNX, ENCFF967OQF	1051170	ENCODE Processing Pipeline	fe941775374a438fbac4340fe6f69b67		https://www.encodeproject.org/files/ENCFF545OIN/@@download/ENCFF545OIN.bed.gz	GRCh38			released	low spot score, low read depth			
ENCFF374QHY	bed narrowPeak	peaks	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-10-19	ENCODE				2							ENCFF967OQF, ENCFF983FBQ	1035116	ENCODE Processing Pipeline	1ac2e4a263e4694467cd16e173d082a8		https://www.encodeproject.org/files/ENCFF374QHY/@@download/ENCFF374QHY.bed.gz	GRCh38			released	low spot score, low read depth			
ENCFF655IBQ	bed narrowPeak	peaks	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-10-19	ENCODE				1							ENCFF390DNP, ENCFF948KBN	1047460	ENCODE Processing Pipeline	a67b5dc90ff8937841a769da14ecc2bf		https://www.encodeproject.org/files/ENCFF655IBQ/@@download/ENCFF655IBQ.bed.gz	hg19			released	low spot score, low read depth			
ENCFF063KYR	bed narrowPeak	peaks	ENCSR000EPU	DNase-seq	CL:0002231	epithelial cell of prostate	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-10-19	ENCODE				2							ENCFF390DNP, ENCFF444JCD	1031023	ENCODE Processing Pipeline	055c942bd90f0c4e297ef66ee218feb4		https://www.encodeproject.org/files/ENCFF063KYR/@@download/ENCFF063KYR.bed.gz	hg19			released	low spot score, low read depth			
ENCFF001SRP	bed narrowPeak	peaks	ENCSR000EOK	DNase-seq	CL:0002584	renal cortical epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-04-07	ENCODE				1, 2							ENCFF001DKW, ENCFF001DKY	1821609	John Stamatoyannopoulos, UW	9665b07c5fb744857103441aac3e9f94		https://www.encodeproject.org/files/ENCFF001SRP/@@download/ENCFF001SRP.bed.gz	hg19			archived	low read depth			
ENCFF001WAW	bed narrowPeak	peaks	ENCSR000EOK	DNase-seq	CL:0002584	renal cortical epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-04-07	ENCODE				1		36					ENCFF001BMC	3374401	John Stamatoyannopoulos, UW	b7d39a5e267c93639ecf99dbc78a272a		https://www.encodeproject.org/files/ENCFF001WAW/@@download/ENCFF001WAW.bed.gz	hg19			archived	low read depth			
ENCFF001WMA	bed narrowPeak	peaks	ENCSR000EOK	DNase-seq	CL:0002584	renal cortical epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-04-07	ENCODE				2							ENCFF001DKY	2105215	John Stamatoyannopoulos, UW	9755508747655dcb8b07c6109c70c76e		https://www.encodeproject.org/files/ENCFF001WMA/@@download/ENCFF001WMA.bed.gz	hg19			archived	low read depth			
ENCFF001WLZ	bed narrowPeak	peaks	ENCSR000EOK	DNase-seq	CL:0002584	renal cortical epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-04-07	ENCODE				1							ENCFF001DKW	2196622	John Stamatoyannopoulos, UW	8798ab831b9be20561ad5d6c43937172		https://www.encodeproject.org/files/ENCFF001WLZ/@@download/ENCFF001WLZ.bed.gz	hg19			archived	low read depth			
ENCFF226GFM	bed narrowPeak	peaks	ENCSR000EOK	DNase-seq	CL:0002584	renal cortical epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-04-07	ENCODE				1							ENCFF096PLP, ENCFF992CZQ	3176219	ENCODE Processing Pipeline	0228b5461289bb987a6938d43a977d61		https://www.encodeproject.org/files/ENCFF226GFM/@@download/ENCFF226GFM.bed.gz	GRCh38			archived	low read depth			
ENCFF185SDR	bed narrowPeak	peaks	ENCSR000EOK	DNase-seq	CL:0002584	renal cortical epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-04-07	ENCODE				2							ENCFF790PYH, ENCFF992CZQ	1028124	ENCODE Processing Pipeline	b3fc381da8ece1e7cc00b872d248e5f2		https://www.encodeproject.org/files/ENCFF185SDR/@@download/ENCFF185SDR.bed.gz	GRCh38			archived	low read depth			
ENCFF914XCX	bed narrowPeak	peaks	ENCSR000EOK	DNase-seq	CL:0002584	renal cortical epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-04-07	ENCODE				1							ENCFF163ZHO, ENCFF668XIP	3166220	ENCODE Processing Pipeline	733a07f46e66f53f671036115210a833		https://www.encodeproject.org/files/ENCFF914XCX/@@download/ENCFF914XCX.bed.gz	hg19			archived	low read depth			
ENCFF571LZB	bed narrowPeak	peaks	ENCSR000EOK	DNase-seq	CL:0002584	renal cortical epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-04-07	ENCODE				2							ENCFF163ZHO, ENCFF800ZWA	1024030	ENCODE Processing Pipeline	23104751e688ccb2be9ab71bd05c9408		https://www.encodeproject.org/files/ENCFF571LZB/@@download/ENCFF571LZB.bed.gz	hg19			archived	low read depth			
ENCFF008MTK	bed narrowPeak	peaks	ENCSR000EOK	DNase-seq	CL:0002584	renal cortical epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-04-07	ENCODE				1							ENCFF128WBQ, ENCFF967OQF	3266013	ENCODE Processing Pipeline	33cf4316ac778f7b70d386f05277733e		https://www.encodeproject.org/files/ENCFF008MTK/@@download/ENCFF008MTK.bed.gz	GRCh38			released	low read depth			
ENCFF949MOE	bed narrowPeak	peaks	ENCSR000EOK	DNase-seq	CL:0002584	renal cortical epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-04-07	ENCODE				2							ENCFF690DPA, ENCFF967OQF	1067924	ENCODE Processing Pipeline	2009cd00feb55f929341a075a6a1d99d		https://www.encodeproject.org/files/ENCFF949MOE/@@download/ENCFF949MOE.bed.gz	GRCh38			released	low read depth			
ENCFF694GPP	bed narrowPeak	peaks	ENCSR000EOK	DNase-seq	CL:0002584	renal cortical epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-04-07	ENCODE				1							ENCFF369TLF, ENCFF390DNP	3254604	ENCODE Processing Pipeline	f71d0353897c8b395781cd76aea6d6c6		https://www.encodeproject.org/files/ENCFF694GPP/@@download/ENCFF694GPP.bed.gz	hg19			released	low read depth			
ENCFF613SZK	bed narrowPeak	peaks	ENCSR000EOK	DNase-seq	CL:0002584	renal cortical epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-04-07	ENCODE				2							ENCFF390DNP, ENCFF683HSF	1065436	ENCODE Processing Pipeline	29820ff72b90e5202591a17fb2ab211b		https://www.encodeproject.org/files/ENCFF613SZK/@@download/ENCFF613SZK.bed.gz	hg19			released	low read depth			
ENCFF001SPU	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001CLO, ENCFF001CLQ	1558856	John Stamatoyannopoulos, UW	ede0cb7737afb203a0e1dbe2d9cc6904		https://www.encodeproject.org/files/ENCFF001SPU/@@download/ENCFF001SPU.bed.gz	hg19			archived	low read depth			
ENCFF001WDF	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF001CLO	1888721	John Stamatoyannopoulos, UW	0af330f171c3cf476eaeb92d4a529d32		https://www.encodeproject.org/files/ENCFF001WDF/@@download/ENCFF001WDF.bed.gz	hg19			archived	low read depth			
ENCFF001WDG	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF001CLQ	1866048	John Stamatoyannopoulos, UW	bdeeada72a713979e0d9a13419b1e169		https://www.encodeproject.org/files/ENCFF001WDG/@@download/ENCFF001WDG.bed.gz	hg19			archived	low read depth			
ENCFF925XGT	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF163ZHO, ENCFF872YFI	844369	ENCODE Processing Pipeline	0529a7b48691bb4aae6c9855a5965753		https://www.encodeproject.org/files/ENCFF925XGT/@@download/ENCFF925XGT.bed.gz	hg19			archived	low read depth			
ENCFF795LZP	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF163ZHO, ENCFF543USK	561498	ENCODE Processing Pipeline	bcd0e5af6d34c8d1b6e388bb1ea34a72		https://www.encodeproject.org/files/ENCFF795LZP/@@download/ENCFF795LZP.bed.gz	hg19			archived	low read depth			
ENCFF332NQS	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF755DTB, ENCFF992CZQ	845985	ENCODE Processing Pipeline	43780fb337dd65569110728c1415de56		https://www.encodeproject.org/files/ENCFF332NQS/@@download/ENCFF332NQS.bed.gz	GRCh38			archived	low read depth			
ENCFF692QLL	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF270GSM, ENCFF992CZQ	819552	ENCODE Processing Pipeline	93d92e8ee786922aeb87e981d2999af7		https://www.encodeproject.org/files/ENCFF692QLL/@@download/ENCFF692QLL.bed.gz	GRCh38			archived	low read depth			
ENCFF789MJL	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF881KPD, ENCFF967OQF	877980	ENCODE Processing Pipeline	8153d2802e08ad943fe9528f9fc44276		https://www.encodeproject.org/files/ENCFF789MJL/@@download/ENCFF789MJL.bed.gz	GRCh38			released	low read depth			
ENCFF200OYB	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF279WTM, ENCFF967OQF	850066	ENCODE Processing Pipeline	77c3cb6348327352603ecd0ffe543705		https://www.encodeproject.org/files/ENCFF200OYB/@@download/ENCFF200OYB.bed.gz	GRCh38			released	low read depth			
ENCFF750NXJ	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF390DNP, ENCFF579VEC	875810	ENCODE Processing Pipeline	56b408875d50a2903a197da0573603e1		https://www.encodeproject.org/files/ENCFF750NXJ/@@download/ENCFF750NXJ.bed.gz	hg19			released	low read depth			
ENCFF031NOJ	bed narrowPeak	peaks	ENCSR000ELX	DNase-seq	CL:2000014	fibroblast of upper leg skin	primary cell	embryonic	male	12 week	Homo sapiens							DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF390DNP, ENCFF461SRY	847438	ENCODE Processing Pipeline	d6977fc32c722412109fc2f252d32a3f		https://www.encodeproject.org/files/ENCFF031NOJ/@@download/ENCFF031NOJ.bed.gz	hg19			released	low read depth			
ENCFF001SRR	bed narrowPeak	peaks	ENCSR000EOM	DNase-seq	CL:0002188	glomerular endothelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-05-04	ENCODE				1, 2							ENCFF001DLQ, ENCFF001DLV	1283674	John Stamatoyannopoulos, UW	5ae7221cb3901b25645268bf7b7fe3b1		https://www.encodeproject.org/files/ENCFF001SRR/@@download/ENCFF001SRR.bed.gz	hg19			archived	low spot score, low read depth			
ENCFF001WMH	bed narrowPeak	peaks	ENCSR000EOM	DNase-seq	CL:0002188	glomerular endothelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF001DLQ	1628564	John Stamatoyannopoulos, UW	438191e86407d965b0020bc5558ca67d		https://www.encodeproject.org/files/ENCFF001WMH/@@download/ENCFF001WMH.bed.gz	hg19			archived	low spot score, low read depth			
ENCFF001WMI	bed narrowPeak	peaks	ENCSR000EOM	DNase-seq	CL:0002188	glomerular endothelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF001DLV	1620331	John Stamatoyannopoulos, UW	e4d9de1900e5cd950196d4d46f321816		https://www.encodeproject.org/files/ENCFF001WMI/@@download/ENCFF001WMI.bed.gz	hg19			archived	low spot score, low read depth			
ENCFF883FSZ	bed narrowPeak	peaks	ENCSR000EOM	DNase-seq	CL:0002188	glomerular endothelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF163ZHO, ENCFF946QOD	757586	ENCODE Processing Pipeline	7c54bcd33dfb4fb3b1145ffc3090eaec		https://www.encodeproject.org/files/ENCFF883FSZ/@@download/ENCFF883FSZ.bed.gz	hg19			archived	low spot score, low read depth			
ENCFF984PNP	bed narrowPeak	peaks	ENCSR000EOM	DNase-seq	CL:0002188	glomerular endothelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF163ZHO, ENCFF208EGU	629012	ENCODE Processing Pipeline	040b69fa8a750aaec52d8e1d3b69da0f		https://www.encodeproject.org/files/ENCFF984PNP/@@download/ENCFF984PNP.bed.gz	hg19			archived	low spot score, low read depth			
ENCFF416APW	bed narrowPeak	peaks	ENCSR000EOM	DNase-seq	CL:0002188	glomerular endothelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF296SMG, ENCFF992CZQ	761152	ENCODE Processing Pipeline	236e78e13d41db19649bb33888112c6e		https://www.encodeproject.org/files/ENCFF416APW/@@download/ENCFF416APW.bed.gz	GRCh38			archived	low spot score, low read depth			
