2019-09-06 11:21:54.963667	https://www.encodeproject.org/report/?type=Annotation&encyclopedia_version=4&annotation_type=candidate+Cis-Regulatory+Elements&organism.scientific_name=Homo+sapiens&biosample_ontology.classification=tissue&biosample_ontology.classification=primary+cell&field=%40id&field=accession&field=targets.label&field=biosample_ontology.term_name&field=description&field=lab.title&field=award.project&field=status&field=organism.scientific_name&field=relevant_life_stage&field=relevant_timepoint&field=relevant_timepoint_units&field=software_used.software.name&field=schema_version&field=related_files&field=alternate_accessions&field=date_released&field=dbxrefs&field=internal_tags&field=biosample_ontology&field=documents&field=notes&field=date_created&field=submitted_by&field=references&field=award&field=aliases&field=annotation_type&field=encyclopedia_version&field=supersedes&field=assembly&field=contributing_files&field=original_files&field=revoked_files&field=month_released&field=files&field=superseded_by&field=hub&files.file_type=bed+bed3%2B&sort=biosample_ontology&limit=all
ID	Accession	Target	Biosample term name	Description	Lab	Project	Status	Organism	Life stage	Age	Age units	Software used	Schema version	Additional data files	Alternate accessions	Date released	External resources	Internal tags	Biosample ontology	Documents	Notes	Date created	Submitted by	References	Award	Aliases	Annotation type	Encyclopedia version	Supersedes	Genome assembly	Contributing files	Original files	Revoked files	Month released	Files	Superseded by	Hub
/annotations/ENCSR817WMF/	ENCSR817WMF		adrenal gland	5-group for adrenal gland female fetal (108 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	108	day		25			2017-09-12			/biosample-types/tissue_UBERON_0002369/			2017-07-10T21:43:00.686118+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-adrenal-gland-female-fetal-108-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF967VCS/,/files/ENCFF935PCF/		September, 2017	/files/ENCFF967VCS/,/files/ENCFF935PCF/		/annotations/ENCSR817WMF/@@hub/hub.txt
/annotations/ENCSR962NFD/	ENCSR962NFD		astrocyte of the cerebellum	9-state high DNase for astrocyte of the cerebellum	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	unknown				25			2017-08-31			/biosample-types/primary_cell_CL_0002603/			2017-08-21T22:28:29.582521+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-astrocyte-of-the-cerebellum-9state-DNase	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF863WHC/,/files/ENCFF624WED/		August, 2017	/files/ENCFF863WHC/,/files/ENCFF624WED/		/annotations/ENCSR962NFD/@@hub/hub.txt
/annotations/ENCSR957ATP/	ENCSR957ATP		kidney	9-state high DNase for kidney female fetal (120 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	120	day		25			2017-08-31			/biosample-types/tissue_UBERON_0002113/			2017-08-21T22:45:24.455748+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-kidney-female-fetal-120-days-9state-DNase	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF431ZXN/,/files/ENCFF840SJQ/		August, 2017	/files/ENCFF431ZXN/,/files/ENCFF840SJQ/		/annotations/ENCSR957ATP/@@hub/hub.txt
/annotations/ENCSR762MNI/	ENCSR762MNI		thymus	9-state high DNase for thymus female fetal (110-113 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	110	day		25			2017-08-31			/biosample-types/tissue_UBERON_0002370/			2017-08-21T22:49:36.787744+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-thymus-female-fetal-110-113-days-9state-DNase	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF425FRP/,/files/ENCFF742HRX/		August, 2017	/files/ENCFF425FRP/,/files/ENCFF742HRX/		/annotations/ENCSR762MNI/@@hub/hub.txt
/annotations/ENCSR855KSI/	ENCSR855KSI	CTCF	astrocyte of the cerebellum	9-state high CTCF for astrocyte of the cerebellum	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	unknown				25			2017-08-29			/biosample-types/primary_cell_CL_0002603/			2017-08-21T22:28:30.580794+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-astrocyte-of-the-cerebellum-9state-CTCF	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF939SVL/	/files/ENCFF946MVC/,/files/ENCFF930IPH/		August, 2017	/files/ENCFF946MVC/,/files/ENCFF930IPH/		/annotations/ENCSR855KSI/@@hub/hub.txt
/annotations/ENCSR931BGM/	ENCSR931BGM	CTCF	fibroblast of gingiva	9-state high CTCF for fibroblast of gingiva female adult (24 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	24	year		25			2017-08-29			/biosample-types/primary_cell_CL_0002552/			2017-07-10T21:59:12.385174+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-fibroblast-of-gingiva-female-adult-24-years-9state-CTCF	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF939SVL/	/files/ENCFF817JRA/,/files/ENCFF432NBS/		August, 2017	/files/ENCFF817JRA/,/files/ENCFF432NBS/		/annotations/ENCSR931BGM/@@hub/hub.txt
/annotations/ENCSR977LZG/	ENCSR977LZG		muscle of back	5-group for muscle of back male fetal (101 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	101	day		25			2017-09-12			/biosample-types/tissue_UBERON_0002324/			2017-08-21T22:29:33.462425+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-muscle-of-back-male-fetal-101-day-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF953RWV/,/files/ENCFF806JNQ/		September, 2017	/files/ENCFF953RWV/,/files/ENCFF806JNQ/		/annotations/ENCSR977LZG/@@hub/hub.txt
/annotations/ENCSR646FWL/	ENCSR646FWL		adrenal gland	5-group for adrenal gland female fetal (113 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	113	day		25			2017-09-12			/biosample-types/tissue_UBERON_0002369/			2017-08-21T22:35:43.089185+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-adrenal-gland-female-fetal-113-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF392EIR/,/files/ENCFF681EOT/		September, 2017	/files/ENCFF392EIR/,/files/ENCFF681EOT/		/annotations/ENCSR646FWL/@@hub/hub.txt
/annotations/ENCSR004XPT/	ENCSR004XPT		muscle of back	5-group for muscle of back female fetal (115 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	115	day		25			2017-09-12			/biosample-types/tissue_UBERON_0002324/			2017-08-21T22:58:14.705868+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-muscle-of-back-female-fetal-115-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF220UFR/,/files/ENCFF354RTY/		September, 2017	/files/ENCFF220UFR/,/files/ENCFF354RTY/		/annotations/ENCSR004XPT/@@hub/hub.txt
/annotations/ENCSR609ZQT/	ENCSR609ZQT	H3K4me3	stomach smooth muscle	9-state high H3K4me3 for stomach smooth muscle female adult (84 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	84	year		25			2017-08-29			/biosample-types/tissue_UBERON_0004222/			2017-07-10T22:49:54.843501+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-stomach-smooth-muscle-female-adult-84-years-9state-H3K4me3	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF970QXN/	/files/ENCFF034XCH/,/files/ENCFF662MWB/		August, 2017	/files/ENCFF034XCH/,/files/ENCFF662MWB/		/annotations/ENCSR609ZQT/@@hub/hub.txt
/annotations/ENCSR995VRV/	ENCSR995VRV		hindlimb muscle	5-group for hindlimb muscle male fetal (120 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	120	day		25			2017-09-12			/biosample-types/tissue_UBERON_0003663/			2017-08-21T22:37:58.646279+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-hindlimb-muscle-male-fetal-120-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF508CFM/,/files/ENCFF779DXI/		September, 2017	/files/ENCFF508CFM/,/files/ENCFF779DXI/		/annotations/ENCSR995VRV/@@hub/hub.txt
/annotations/ENCSR850KLS/	ENCSR850KLS		kidney	5-group for kidney female fetal (105 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	105	day		25			2017-09-12			/biosample-types/tissue_UBERON_0002113/			2017-08-21T22:36:47.769646+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-kidney-female-fetal-105-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF322EIN/,/files/ENCFF603RBB/		September, 2017	/files/ENCFF322EIN/,/files/ENCFF603RBB/		/annotations/ENCSR850KLS/@@hub/hub.txt
/annotations/ENCSR245SNH/	ENCSR245SNH		muscle of trunk	5-group for muscle of trunk female fetal (120 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	120	day		25			2017-09-12			/biosample-types/tissue_UBERON_0001774/			2017-08-21T22:00:53.012164+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-muscle-of-trunk-female-fetal-120-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF339EKY/,/files/ENCFF364HYH/		September, 2017	/files/ENCFF339EKY/,/files/ENCFF364HYH/		/annotations/ENCSR245SNH/@@hub/hub.txt
/annotations/ENCSR868QDJ/	ENCSR868QDJ		stomach	5-group for stomach male child (3 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	young adult	3	year		25			2017-09-12			/biosample-types/tissue_UBERON_0000945/			2017-08-21T22:29:50.257822+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-stomach-male-child-3-years-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF372ZIN/,/files/ENCFF370GXF/		September, 2017	/files/ENCFF372ZIN/,/files/ENCFF370GXF/		/annotations/ENCSR868QDJ/@@hub/hub.txt
/annotations/ENCSR225NMH/	ENCSR225NMH		kidney	5-group for kidney fetal (80 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	80	day		25			2017-09-12			/biosample-types/tissue_UBERON_0002113/			2017-07-10T22:51:35.779147+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-kidney-fetal-80-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF348OSO/,/files/ENCFF765GEH/		September, 2017	/files/ENCFF348OSO/,/files/ENCFF765GEH/		/annotations/ENCSR225NMH/@@hub/hub.txt
/annotations/ENCSR521HVV/	ENCSR521HVV	CTCF	pancreas	9-state high CTCF for pancreas male adult	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	60	year		25			2017-08-29			/biosample-types/tissue_UBERON_0001264/			2017-07-10T22:06:33.099709+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-pancreas-male-adult-9state-CTCF	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF939SVL/	/files/ENCFF763HJX/,/files/ENCFF623BZX/		August, 2017	/files/ENCFF763HJX/,/files/ENCFF623BZX/		/annotations/ENCSR521HVV/@@hub/hub.txt
/annotations/ENCSR831SIS/	ENCSR831SIS	H3K4me3,CTCF	astrocyte of the cerebellum	5-group for astrocyte of the cerebellum	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	unknown				25			2017-09-12			/biosample-types/primary_cell_CL_0002603/			2017-08-21T22:28:31.051214+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-astrocyte-of-the-cerebellum-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF456CLI/,/files/ENCFF231XXA/		September, 2017	/files/ENCFF456CLI/,/files/ENCFF231XXA/		/annotations/ENCSR831SIS/@@hub/hub.txt
/annotations/ENCSR869WTC/	ENCSR869WTC	H3K27ac	skeletal muscle myoblast	9-state high H3K27ac for skeletal muscle myoblast male adult (22 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	22	year		25			2017-08-30			/biosample-types/primary_cell_CL_0000515/			2017-07-10T22:53:40.680380+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-skeletal-muscle-myoblast-male-adult-22-years-9state-H3K27ac	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF621SFC/	/files/ENCFF995SKP/,/files/ENCFF661QBX/		August, 2017	/files/ENCFF995SKP/,/files/ENCFF661QBX/		/annotations/ENCSR869WTC/@@hub/hub.txt
/annotations/ENCSR654NEE/	ENCSR654NEE	H3K4me3,H3K27ac	colonic mucosa	5-group for colonic mucosa female adult (73 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	73	year		25			2017-09-12			/biosample-types/tissue_UBERON_0000317/			2017-07-10T22:43:58.857389+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-colonic-mucosa-female-adult-73-years-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF867TJN/,/files/ENCFF492HOC/		September, 2017	/files/ENCFF867TJN/,/files/ENCFF492HOC/		/annotations/ENCSR654NEE/@@hub/hub.txt
/annotations/ENCSR445XZE/	ENCSR445XZE		right lung	5-group for right lung male fetal (96 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	96	day		25			2017-09-12			/biosample-types/tissue_UBERON_0002167/			2017-08-21T22:24:11.318264+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-right-lung-male-fetal-96-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF985TZN/,/files/ENCFF656WAW/		September, 2017	/files/ENCFF985TZN/,/files/ENCFF656WAW/		/annotations/ENCSR445XZE/@@hub/hub.txt
/annotations/ENCSR721AQY/	ENCSR721AQY	H3K27ac	thyroid gland	9-state high H3K27ac for thyroid gland male adult (37 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	37	year		25			2017-08-30			/biosample-types/tissue_UBERON_0002046/			2017-07-10T22:31:10.644161+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-thyroid-gland-male-adult-37-years-9state-H3K27ac	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF621SFC/	/files/ENCFF624IVG/,/files/ENCFF060NZL/		August, 2017	/files/ENCFF624IVG/,/files/ENCFF060NZL/		/annotations/ENCSR721AQY/@@hub/hub.txt
/annotations/ENCSR671OQX/	ENCSR671OQX		brain microvascular endothelial cell	9-state high DNase for brain microvascular endothelial cell	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	unknown				25			2017-08-31			/biosample-types/primary_cell_CL_2000044/			2017-08-21T22:35:55.434392+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-brain-microvascular-endothelial-cell-9state-DNase	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF811MRY/,/files/ENCFF605EXS/		August, 2017	/files/ENCFF811MRY/,/files/ENCFF605EXS/		/annotations/ENCSR671OQX/@@hub/hub.txt
/annotations/ENCSR922ACY/	ENCSR922ACY	H3K4me3	brain microvascular endothelial cell	9-state high H3K4me3 for brain microvascular endothelial cell	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	unknown				25			2017-08-29			/biosample-types/primary_cell_CL_2000044/			2017-08-21T22:35:55.911083+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-brain-microvascular-endothelial-cell-9state-H3K4me3	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF970QXN/	/files/ENCFF022PAI/,/files/ENCFF225WOI/		August, 2017	/files/ENCFF022PAI/,/files/ENCFF225WOI/		/annotations/ENCSR922ACY/@@hub/hub.txt
/annotations/ENCSR920IMD/	ENCSR920IMD		common myeloid progenitor, CD34-positive	5-group for common myeloid progenitor CD34+ female adult (27 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	27	year		25			2017-09-12			/biosample-types/primary_cell_CL_0001059/			2017-08-21T22:42:57.291755+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-common-myeloid-progenitor-CD34-female-adult-27-years-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF536UAC/,/files/ENCFF984PMK/		September, 2017	/files/ENCFF536UAC/,/files/ENCFF984PMK/		/annotations/ENCSR920IMD/@@hub/hub.txt
/annotations/ENCSR454NMW/	ENCSR454NMW		sigmoid colon	5-group for sigmoid colon female adult (53 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	53	year		25			2017-09-12			/biosample-types/tissue_UBERON_0001159/			2017-07-10T23:11:18.505841+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-sigmoid-colon-female-adult-53-years-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF134BRW/,/files/ENCFF692UHV/		September, 2017	/files/ENCFF134BRW/,/files/ENCFF692UHV/		/annotations/ENCSR454NMW/@@hub/hub.txt
/annotations/ENCSR822MKC/	ENCSR822MKC		left lung	5-group for left lung male fetal (87 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	87	day		25			2017-09-12			/biosample-types/tissue_UBERON_0002168/			2017-08-21T23:05:18.511816+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-left-lung-male-fetal-87-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF429KYQ/,/files/ENCFF568YOQ/		September, 2017	/files/ENCFF429KYQ/,/files/ENCFF568YOQ/		/annotations/ENCSR822MKC/@@hub/hub.txt
/annotations/ENCSR986MIF/	ENCSR986MIF		muscle of arm	5-group for muscle of arm male fetal (104 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	104	day		25			2017-09-12			/biosample-types/tissue_UBERON_0001499/			2017-08-21T22:54:53.223064+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-muscle-of-arm-male-fetal-104-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF342YLS/,/files/ENCFF937EED/		September, 2017	/files/ENCFF342YLS/,/files/ENCFF937EED/		/annotations/ENCSR986MIF/@@hub/hub.txt
/annotations/ENCSR990CSF/	ENCSR990CSF		muscle of back	5-group for muscle of back male fetal (105 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	105	day		25			2017-09-12			/biosample-types/tissue_UBERON_0002324/			2017-08-21T23:03:07.436412+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-muscle-of-back-male-fetal-105-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF720RSL/,/files/ENCFF073EXW/		September, 2017	/files/ENCFF720RSL/,/files/ENCFF073EXW/		/annotations/ENCSR990CSF/@@hub/hub.txt
/annotations/ENCSR365QNJ/	ENCSR365QNJ	H3K4me3,H3K27ac	adrenal gland	5-group for adrenal gland male fetal (96-97 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	97	day		25			2017-09-12			/biosample-types/tissue_UBERON_0002369/			2017-08-21T22:55:33.362201+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-adrenal-gland-male-fetal-96-97-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF840ANN/,/files/ENCFF957OYM/		September, 2017	/files/ENCFF840ANN/,/files/ENCFF957OYM/		/annotations/ENCSR365QNJ/@@hub/hub.txt
/annotations/ENCSR351HUS/	ENCSR351HUS	H3K27ac	placenta	9-state high H3K27ac for placenta female fetal (108-113 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	113	day		25			2017-08-29			/biosample-types/tissue_UBERON_0001987/			2017-08-21T22:47:44.769934+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-placenta-female-fetal-108-113-days-9state-H3K27ac	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF621SFC/	/files/ENCFF428LYD/,/files/ENCFF224HPK/		August, 2017	/files/ENCFF428LYD/,/files/ENCFF224HPK/		/annotations/ENCSR351HUS/@@hub/hub.txt
/annotations/ENCSR620RVL/	ENCSR620RVL	H3K4me3	coronary artery	5-group for coronary artery female adult (53 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	53	year		25			2017-09-12			/biosample-types/tissue_UBERON_0001621/			2017-07-10T22:39:14.273803+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-coronary-artery-female-adult-53-years-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF985HCI/,/files/ENCFF831CMX/		September, 2017	/files/ENCFF985HCI/,/files/ENCFF831CMX/		/annotations/ENCSR620RVL/@@hub/hub.txt
/annotations/ENCSR147NNO/	ENCSR147NNO		left lung	5-group for left lung female fetal (108 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	108	day		25			2017-09-12			/biosample-types/tissue_UBERON_0002168/			2017-08-21T22:57:08.774842+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-left-lung-female-fetal-108-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF601IEG/,/files/ENCFF662KVX/		September, 2017	/files/ENCFF601IEG/,/files/ENCFF662KVX/		/annotations/ENCSR147NNO/@@hub/hub.txt
/annotations/ENCSR680VVC/	ENCSR680VVC	CTCF	mammary epithelial cell	9-state high CTCF for mammary epithelial cell female (50 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	50	year		25			2017-08-29			/biosample-types/primary_cell_CL_0002327/			2017-07-10T23:13:11.550629+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-mammary-epithelial-cell-female-50-years-9state-CTCF	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF939SVL/	/files/ENCFF255PIA/,/files/ENCFF477GMA/		August, 2017	/files/ENCFF255PIA/,/files/ENCFF477GMA/		/annotations/ENCSR680VVC/@@hub/hub.txt
/annotations/ENCSR138GHM/	ENCSR138GHM		muscle of back	5-group for muscle of back male fetal (97 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	97	day		25			2017-09-12			/biosample-types/tissue_UBERON_0002324/			2017-08-21T22:43:42.203643+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-muscle-of-back-male-fetal-97-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF721KCY/,/files/ENCFF095CMH/		September, 2017	/files/ENCFF721KCY/,/files/ENCFF095CMH/		/annotations/ENCSR138GHM/@@hub/hub.txt
/annotations/ENCSR568GWS/	ENCSR568GWS		umbilical cord	5-group for umbilical cord male fetal (76 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	76	day		25			2017-09-12			/biosample-types/tissue_UBERON_0002331/			2017-08-21T22:57:48.880098+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-umbilical-cord-male-fetal-76-days-5group	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF788SJC/	/files/ENCFF289JWO/,/files/ENCFF593BVU/		September, 2017	/files/ENCFF289JWO/,/files/ENCFF593BVU/		/annotations/ENCSR568GWS/@@hub/hub.txt
/annotations/ENCSR158EED/	ENCSR158EED	CTCF	skeletal muscle myoblast	9-state high CTCF for skeletal muscle myoblast male adult (22 years)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	adult	22	year		25			2017-08-29			/biosample-types/primary_cell_CL_0000515/			2017-07-10T22:53:41.179717+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-skeletal-muscle-myoblast-male-adult-22-years-9state-CTCF	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF939SVL/	/files/ENCFF687WJR/,/files/ENCFF134XVM/		August, 2017	/files/ENCFF687WJR/,/files/ENCFF134XVM/		/annotations/ENCSR158EED/@@hub/hub.txt
/annotations/ENCSR579BLL/	ENCSR579BLL	H3K4me3	kidney	9-state high H3K4me3 for kidney female fetal (120 days)	Zhiping Weng, UMass	ENCODE	released	Homo sapiens	embryonic	120	day		25			2017-08-29			/biosample-types/tissue_UBERON_0002113/			2017-08-21T22:45:24.923175+00:00	/users/5a1c0169-f9d0-4598-8f92-3eb84b122c1e/		/awards/U41HG007000/	zhiping-weng:cREs-hg19-v10-kidney-female-fetal-120-days-9state-H3K4me3	candidate Cis-Regulatory Elements	4		hg19	/files/ENCFF970QXN/	/files/ENCFF134PVZ/,/files/ENCFF741GEJ/		August, 2017	/files/ENCFF134PVZ/,/files/ENCFF741GEJ/		/annotations/ENCSR579BLL/@@hub/hub.txt
