File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF234SFH	bed narrowPeak	conservative IDR thresholded peaks	ENCSR196HOM	ChIP-seq	CL:0002231	epithelial cell of prostate	primary cell	Homo sapiens										CTCF-human	DNA					False	2017-06-23	ENCODE				1, 2							ENCFF001TDO, ENCFF276RMO, ENCFF344AQO, ENCFF759LYG	1704873	ENCODE Processing Pipeline	a5e299f562347ee3a73469e523a3e13e		https://www.encodeproject.org/files/ENCFF234SFH/@@download/ENCFF234SFH.bed.gz	hg19				released	s3://encode-public/2016/12/16/9e13c3f9-d1f1-4113-9c04-0cced9eb0d9d/ENCFF234SFH.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF305CKS	bed narrowPeak	peaks and background as input for IDR	ENCSR196HOM	ChIP-seq	CL:0002231	epithelial cell of prostate	primary cell	Homo sapiens										CTCF-human	DNA					False	2017-06-23	ENCODE				2							ENCFF213AZI, ENCFF608KCO	6834185	ENCODE Processing Pipeline	96429b0c3a5a882c96448ad14d8da20f		https://www.encodeproject.org/files/ENCFF305CKS/@@download/ENCFF305CKS.bed.gz	GRCh38				released	s3://encode-public/2016/12/16/6748c334-5006-47c2-804b-b9759c74f4c5/ENCFF305CKS.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF734LKN	bed narrowPeak	conservative IDR thresholded peaks	ENCSR196HOM	ChIP-seq	CL:0002231	epithelial cell of prostate	primary cell	Homo sapiens										CTCF-human	DNA					False	2017-06-23	ENCODE				1, 2							ENCFF011NRT, ENCFF305CKS, ENCFF419RSJ, ENCFF887AQJ	1716048	ENCODE Processing Pipeline	a30feeef62d4f60246a8e9764ad8e47c		https://www.encodeproject.org/files/ENCFF734LKN/@@download/ENCFF734LKN.bed.gz	GRCh38				released	s3://encode-public/2016/12/16/7e079835-39b4-4822-834e-c8b96ce1e30f/ENCFF734LKN.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF712LFQ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR196HOM	ChIP-seq	CL:0002231	epithelial cell of prostate	primary cell	Homo sapiens										CTCF-human	DNA					False	2017-06-23	ENCODE				1, 2							ENCFF011NRT, ENCFF305CKS, ENCFF419RSJ, ENCFF887AQJ	1879680	ENCODE Processing Pipeline	687dcb39c1b32f30548bd57a2db9752e		https://www.encodeproject.org/files/ENCFF712LFQ/@@download/ENCFF712LFQ.bed.gz	GRCh38				released	s3://encode-public/2016/12/16/d1fa00d0-5a59-4d90-97f0-10b80d8dcdb6/ENCFF712LFQ.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF232YWT	bed narrowPeak	peaks and background as input for IDR	ENCSR036EGV	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							CTCF-human	DNA				formaldehyde	False	2017-10-10	GGR				1							ENCFF475ANU, ENCFF892EFT	6315804	ENCODE Processing Pipeline	2fda112634b4df29c5a7058ed4d44c44		https://www.encodeproject.org/files/ENCFF232YWT/@@download/ENCFF232YWT.bed.gz	GRCh38				released	s3://encode-public/2017/01/09/85439a49-31fe-4d70-af52-2794ef5ae5df/ENCFF232YWT.bed.gz		experiment not submitted to GEO		
ENCFF509HVO	bed narrowPeak	peaks and background as input for IDR	ENCSR036EGV	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							CTCF-human	DNA				formaldehyde	False	2017-10-10	GGR				2							ENCFF299JJF, ENCFF304BGC	6562011	ENCODE Processing Pipeline	db03605dbc335c8ec805f671d2cc1ff4		https://www.encodeproject.org/files/ENCFF509HVO/@@download/ENCFF509HVO.bed.gz	GRCh38				released	s3://encode-public/2017/01/09/9e165b68-4a46-4148-9c65-e3a0e4bf47f5/ENCFF509HVO.bed.gz		experiment not submitted to GEO		
ENCFF691KZX	bed narrowPeak	peaks and background as input for IDR	ENCSR036EGV	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							CTCF-human	DNA				formaldehyde	False	2017-10-10	GGR				1, 2							ENCFF299JJF, ENCFF304BGC, ENCFF475ANU, ENCFF892EFT	7016750	ENCODE Processing Pipeline	7fc1a004f71626818ba3f2f7fea1eb1e		https://www.encodeproject.org/files/ENCFF691KZX/@@download/ENCFF691KZX.bed.gz	GRCh38				released	s3://encode-public/2017/01/09/3d7fb6a1-7284-48ef-bd23-5a758d034b62/ENCFF691KZX.bed.gz		experiment not submitted to GEO		
ENCFF933GGM	bed narrowPeak	conservative IDR thresholded peaks	ENCSR036EGV	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							CTCF-human	DNA				formaldehyde	False	2017-10-10	GGR				1, 2							ENCFF232YWT, ENCFF419RSJ, ENCFF509HVO, ENCFF691KZX	1040093	ENCODE Processing Pipeline	6a8817a2508e7070fa393dd3f4f65c23		https://www.encodeproject.org/files/ENCFF933GGM/@@download/ENCFF933GGM.bed.gz	GRCh38				released	s3://encode-public/2017/01/09/8a069710-c38e-4342-8ffe-048ef40797d5/ENCFF933GGM.bed.gz		experiment not submitted to GEO		
ENCFF060WTK	bed narrowPeak	optimal IDR thresholded peaks	ENCSR036EGV	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							CTCF-human	DNA				formaldehyde	False	2017-10-10	GGR				1, 2							ENCFF232YWT, ENCFF419RSJ, ENCFF509HVO, ENCFF691KZX	1068585	ENCODE Processing Pipeline	0d4067d1113ac30a83c0f0b0ae5af691		https://www.encodeproject.org/files/ENCFF060WTK/@@download/ENCFF060WTK.bed.gz	GRCh38				released	s3://encode-public/2017/01/09/aaa16787-1db1-42a8-b0be-9626c533eb88/ENCFF060WTK.bed.gz		experiment not submitted to GEO		
ENCFF007ACV	bed narrowPeak	peaks and background as input for IDR	ENCSR036EGV	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							CTCF-human	DNA				formaldehyde	False	2017-10-10	GGR				1, 2							ENCFF455LUX, ENCFF475BTD, ENCFF475WZW, ENCFF747YRH	6986452	ENCODE Processing Pipeline	35d3d32e92bcaef8022c32805c34fde7		https://www.encodeproject.org/files/ENCFF007ACV/@@download/ENCFF007ACV.bed.gz	hg19				released	s3://encode-public/2017/01/11/fae90ded-133e-40c3-92de-2b14293e5ba3/ENCFF007ACV.bed.gz		experiment not submitted to GEO		
ENCFF633IHZ	bed narrowPeak	optimal IDR thresholded peaks	ENCSR036EGV	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							CTCF-human	DNA				formaldehyde	False	2017-10-10	GGR				1, 2							ENCFF001TDO, ENCFF007ACV, ENCFF239HMM, ENCFF244MXM	1060208	ENCODE Processing Pipeline	5075db80d4e5d5c13519931167353be7		https://www.encodeproject.org/files/ENCFF633IHZ/@@download/ENCFF633IHZ.bed.gz	hg19				released	s3://encode-public/2017/01/11/ac62503a-3c0a-485b-a759-d15d0ab8cee7/ENCFF633IHZ.bed.gz		experiment not submitted to GEO		
ENCFF244MXM	bed narrowPeak	peaks and background as input for IDR	ENCSR036EGV	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							CTCF-human	DNA				formaldehyde	False	2017-10-10	GGR				1							ENCFF455LUX, ENCFF475WZW	6257292	ENCODE Processing Pipeline	3822814854158c3c3cc21756e9bedc22		https://www.encodeproject.org/files/ENCFF244MXM/@@download/ENCFF244MXM.bed.gz	hg19				released	s3://encode-public/2017/01/11/b062cd4c-24e7-469c-867e-77bb42f1356f/ENCFF244MXM.bed.gz		experiment not submitted to GEO		
ENCFF239HMM	bed narrowPeak	peaks and background as input for IDR	ENCSR036EGV	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							CTCF-human	DNA				formaldehyde	False	2017-10-10	GGR				2							ENCFF475BTD, ENCFF747YRH	6521714	ENCODE Processing Pipeline	3fbc012afa2e16179811ce82e7d23b19		https://www.encodeproject.org/files/ENCFF239HMM/@@download/ENCFF239HMM.bed.gz	hg19				released	s3://encode-public/2017/01/11/10746f99-db8f-40b3-ad6a-0a1fa72bb67b/ENCFF239HMM.bed.gz		experiment not submitted to GEO		
ENCFF908BOL	bed narrowPeak	conservative IDR thresholded peaks	ENCSR036EGV	ChIP-seq	CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	calcium	1.2 mM	2.5 day							CTCF-human	DNA				formaldehyde	False	2017-10-10	GGR				1, 2							ENCFF001TDO, ENCFF007ACV, ENCFF239HMM, ENCFF244MXM	1032636	ENCODE Processing Pipeline	8e28a86bf1edcafa4334a9d49a9c34c1		https://www.encodeproject.org/files/ENCFF908BOL/@@download/ENCFF908BOL.bed.gz	hg19				released	s3://encode-public/2017/01/11/2466b36c-ca50-408a-b231-267c1b46111e/ENCFF908BOL.bed.gz		experiment not submitted to GEO		
ENCFF450XID	bed narrowPeak	peaks and background as input for IDR	ENCSR606TNN	ChIP-seq	UBERON:0000996	vagina	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF197PVC, ENCFF662LAZ	6170994	ENCODE Processing Pipeline	b1a430c00c8370217dc3d85c7b14bc81		https://www.encodeproject.org/files/ENCFF450XID/@@download/ENCFF450XID.bed.gz	hg19				released	s3://encode-public/2017/08/11/2db569dc-4797-4d13-b97f-5bc6d0167f3f/ENCFF450XID.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF176MPT	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR606TNN	ChIP-seq	UBERON:0000996	vagina	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF001TDO, ENCFF450XID	462391	ENCODE Processing Pipeline	198e03eb454b40ea6061ffd6a6ec7b7d		https://www.encodeproject.org/files/ENCFF176MPT/@@download/ENCFF176MPT.bed.gz	hg19				released	s3://encode-public/2017/08/11/3d409af1-6be9-4cac-8b9f-fc870a246da4/ENCFF176MPT.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF099LBC	bed narrowPeak	peaks and background as input for IDR	ENCSR606TNN	ChIP-seq	UBERON:0000996	vagina	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF052DDM, ENCFF132JEX	6103621	ENCODE Processing Pipeline	ab7ff5f2d915ef680871b5183f1e1b1b		https://www.encodeproject.org/files/ENCFF099LBC/@@download/ENCFF099LBC.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/9403ff62-d2ad-4154-a964-4b3af153fd9d/ENCFF099LBC.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF508LRF	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR606TNN	ChIP-seq	UBERON:0000996	vagina	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF099LBC, ENCFF419RSJ	435831	ENCODE Processing Pipeline	da4381c32108a407fb016978d3eb5db7		https://www.encodeproject.org/files/ENCFF508LRF/@@download/ENCFF508LRF.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/53b9bb77-a1ae-4fec-9ae5-3bceafdb536b/ENCFF508LRF.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF001XRN	bed narrowPeak	peaks	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1							ENCFF001HOZ	983398	John Stamatoyannopoulos, UW	91a7ac063cf4a34835f9a8b007904e51		https://www.encodeproject.org/files/ENCFF001XRN/@@download/ENCFF001XRN.bed.gz	hg19				archived	s3://encode-public/2011/06/25/b5e1e96c-24ad-4602-b977-52d951aadfe2/ENCFF001XRN.narrowPeak.gz	low read length, mild to moderate bottlenecking, control low read depth, inconsistent platforms, low read depth			
ENCFF001XRO	bed narrowPeak	peaks	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				2							ENCFF001HPC	752910	John Stamatoyannopoulos, UW	486773dda7ef061e739fa0dfe708e4eb		https://www.encodeproject.org/files/ENCFF001XRO/@@download/ENCFF001XRO.bed.gz	hg19				archived	s3://encode-public/2011/06/25/4e9130c5-f32e-40c3-8e9d-5ff47f31c161/ENCFF001XRO.narrowPeak.gz	low read length, mild to moderate bottlenecking, control low read depth, inconsistent platforms, low read depth			
ENCFF002DDB	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF001HOZ, ENCFF001HPC	1121096	ENCODE Consortium Analysis Working Group	7622c2ed39a4594c2627b39e8f2a5075		https://www.encodeproject.org/files/ENCFF002DDB/@@download/ENCFF002DDB.bed.gz	hg19				archived	s3://encode-public/2014/06/06/bf250e12-7791-49f3-a4ae-18ca6a1f761f/ENCFF002DDB.narrowPeak.gz	low read length, mild to moderate bottlenecking, control low read depth, inconsistent platforms, low read depth			
ENCFF493HJH	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF214JJE, ENCFF419RSJ, ENCFF826PZY, ENCFF839YLN	878543	ENCODE Processing Pipeline	5d821a780af7f8f55050e670e0de57e3		https://www.encodeproject.org/files/ENCFF493HJH/@@download/ENCFF493HJH.bed.gz	GRCh38				released	s3://encode-public/2016/12/14/01fe8453-a901-47d5-815d-a65604b53a2a/ENCFF493HJH.bed.gz	low read length, mild to moderate bottlenecking, control low read depth, inconsistent platforms, low read depth			
ENCFF826PZY	bed narrowPeak	peaks and background as input for IDR	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				2							ENCFF163IHR, ENCFF346OGN	4300158	ENCODE Processing Pipeline	42374d414caa6ea24b6e714d64623085		https://www.encodeproject.org/files/ENCFF826PZY/@@download/ENCFF826PZY.bed.gz	GRCh38				released	s3://encode-public/2016/12/14/50f04c11-a427-4ec4-baad-0281f0300607/ENCFF826PZY.bed.gz	low read length, mild to moderate bottlenecking, control low read depth, inconsistent platforms, low read depth			
ENCFF214JJE	bed narrowPeak	peaks and background as input for IDR	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1							ENCFF163IHR, ENCFF559BCH	3702005	ENCODE Processing Pipeline	cb2e8646aab384874b8cbc8832344bb6		https://www.encodeproject.org/files/ENCFF214JJE/@@download/ENCFF214JJE.bed.gz	GRCh38				released	s3://encode-public/2016/12/14/56a794c3-aa3f-44fb-b69d-279cb253cd9e/ENCFF214JJE.bed.gz	low read length, mild to moderate bottlenecking, control low read depth, inconsistent platforms, low read depth			
ENCFF839YLN	bed narrowPeak	peaks and background as input for IDR	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF163IHR, ENCFF346OGN, ENCFF559BCH	4012866	ENCODE Processing Pipeline	1f4b61c6262c10d76a49e6387430c25a		https://www.encodeproject.org/files/ENCFF839YLN/@@download/ENCFF839YLN.bed.gz	GRCh38				released	s3://encode-public/2016/12/14/be200343-6cee-4050-928f-ce33785dff49/ENCFF839YLN.bed.gz	low read length, mild to moderate bottlenecking, control low read depth, inconsistent platforms, low read depth			
ENCFF288RFS	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF001TDO, ENCFF924YJI, ENCFF929WKT, ENCFF938HQH	889632	ENCODE Processing Pipeline	7ce3d71abd0220f4289d7b0aced11dc4		https://www.encodeproject.org/files/ENCFF288RFS/@@download/ENCFF288RFS.bed.gz	hg19				released	s3://encode-public/2017/04/05/d50113fe-79f9-4c22-9f1e-d01a34dc3837/ENCFF288RFS.bed.gz	low read length, mild to moderate bottlenecking, control low read depth, inconsistent platforms, low read depth			
ENCFF924YJI	bed narrowPeak	peaks and background as input for IDR	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1							ENCFF268MTM, ENCFF620RYQ	3732065	ENCODE Processing Pipeline	ff075a5e7ab0ae978f67ef3324dac57e		https://www.encodeproject.org/files/ENCFF924YJI/@@download/ENCFF924YJI.bed.gz	hg19				released	s3://encode-public/2017/04/05/141c2e69-8d4c-4892-b7d1-8a77d52cf1c2/ENCFF924YJI.bed.gz	low read length, mild to moderate bottlenecking, control low read depth, inconsistent platforms, low read depth			
ENCFF929WKT	bed narrowPeak	peaks and background as input for IDR	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				2							ENCFF427ZOV, ENCFF620RYQ	4315314	ENCODE Processing Pipeline	e4577815f1ab2bdb587257ef064d4803		https://www.encodeproject.org/files/ENCFF929WKT/@@download/ENCFF929WKT.bed.gz	hg19				released	s3://encode-public/2017/04/05/2b9162c2-46ab-4117-961a-8fc0a6a74711/ENCFF929WKT.bed.gz	low read length, mild to moderate bottlenecking, control low read depth, inconsistent platforms, low read depth			
ENCFF938HQH	bed narrowPeak	peaks and background as input for IDR	ENCSR000DUS	ChIP-seq	CL:0002327	mammary epithelial cell	primary cell	Homo sapiens										CTCF-human	DNA		see document	see document		False	2012-01-17	ENCODE				1, 2							ENCFF268MTM, ENCFF427ZOV, ENCFF620RYQ	4062652	ENCODE Processing Pipeline	bab3d7d93eaba37b4816855ef65b0e0b		https://www.encodeproject.org/files/ENCFF938HQH/@@download/ENCFF938HQH.bed.gz	hg19				released	s3://encode-public/2017/04/05/91a666d6-6783-458f-8198-5f6f04d16063/ENCFF938HQH.bed.gz	low read length, mild to moderate bottlenecking, control low read depth, inconsistent platforms, low read depth			
ENCFF430AWA	bed narrowPeak	peaks and background as input for IDR	ENCSR543DUC	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA					False	2017-03-20	ENCODE				1							ENCFF381HBZ, ENCFF616FYK	4760938	ENCODE Processing Pipeline	7cf1f5d003f47cfb7061312d9573f22b		https://www.encodeproject.org/files/ENCFF430AWA/@@download/ENCFF430AWA.bed.gz	hg19				released	s3://encode-public/2017/08/11/887b1795-7b11-4f56-84c0-06d5b18913fb/ENCFF430AWA.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF818LBB	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR543DUC	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA					False	2017-03-20	ENCODE				1							ENCFF001TDO, ENCFF430AWA	97498	ENCODE Processing Pipeline	6e9cc0d575197873ae8a5f7db090d931		https://www.encodeproject.org/files/ENCFF818LBB/@@download/ENCFF818LBB.bed.gz	hg19				released	s3://encode-public/2017/08/11/9bb34ed7-059c-4c80-93b0-f0137cdf9131/ENCFF818LBB.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF954SMI	bed narrowPeak	peaks and background as input for IDR	ENCSR543DUC	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA					False	2017-03-20	ENCODE				1							ENCFF289LPR, ENCFF640KGV	4764000	ENCODE Processing Pipeline	d8356b3c23c866074f5dd57d2e98df82		https://www.encodeproject.org/files/ENCFF954SMI/@@download/ENCFF954SMI.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/87ed8849-ae08-4e30-b55f-a4f2d42941ba/ENCFF954SMI.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF818GNJ	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR543DUC	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens										POLR2A-human	DNA					False	2017-03-20	ENCODE				1							ENCFF419RSJ, ENCFF954SMI	96711	ENCODE Processing Pipeline	7c717450def9def827c42005832eb5ee		https://www.encodeproject.org/files/ENCFF818GNJ/@@download/ENCFF818GNJ.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/2d7d8323-f537-432e-bd41-35b13214fb7d/ENCFF818GNJ.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF379TEL	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR415MOW	ChIP-seq	UBERON:0001114	right lobe of liver	tissue	Homo sapiens										POLR2A-human	DNA					False	2017-03-14	ENCODE				1							ENCFF001TDO, ENCFF279FQM	596375	ENCODE Processing Pipeline	392b174f4bd0d02611ab6508f6334950		https://www.encodeproject.org/files/ENCFF379TEL/@@download/ENCFF379TEL.bed.gz	hg19				released	s3://encode-public/2017/08/11/aad4f585-ff3f-40d9-82a5-1a42c700b303/ENCFF379TEL.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF279FQM	bed narrowPeak	peaks and background as input for IDR	ENCSR415MOW	ChIP-seq	UBERON:0001114	right lobe of liver	tissue	Homo sapiens										POLR2A-human	DNA					False	2017-03-14	ENCODE				1							ENCFF394VHK, ENCFF571CAV	6819143	ENCODE Processing Pipeline	3fca8755f62a14ee7b35c723276c3ac5		https://www.encodeproject.org/files/ENCFF279FQM/@@download/ENCFF279FQM.bed.gz	hg19				released	s3://encode-public/2017/08/11/53cd8c44-0578-47a3-a8eb-45b387caa2be/ENCFF279FQM.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF035MJS	bed narrowPeak	peaks and background as input for IDR	ENCSR415MOW	ChIP-seq	UBERON:0001114	right lobe of liver	tissue	Homo sapiens										POLR2A-human	DNA					False	2017-03-14	ENCODE				1							ENCFF097VOB, ENCFF479TYA	6841705	ENCODE Processing Pipeline	e5ae63bd96d14578ccfc37f51b37ff32		https://www.encodeproject.org/files/ENCFF035MJS/@@download/ENCFF035MJS.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/653a1e27-4b33-4b6a-87b1-3407bc7b3793/ENCFF035MJS.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF113NNM	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR415MOW	ChIP-seq	UBERON:0001114	right lobe of liver	tissue	Homo sapiens										POLR2A-human	DNA					False	2017-03-14	ENCODE				1							ENCFF035MJS, ENCFF419RSJ	589786	ENCODE Processing Pipeline	3c4f1ad3c7d1809d07ef40de155dee92		https://www.encodeproject.org/files/ENCFF113NNM/@@download/ENCFF113NNM.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/8e43ca76-fe20-42ec-a607-86301b47b1cf/ENCFF113NNM.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF371RAL	bed narrowPeak	peaks and background as input for IDR	ENCSR352QSB	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										RXRA-human	DNA					False	2017-12-01	ENCODE				1							ENCFF370PSF, ENCFF872NJT, ENCFF995OIG	6634143	ENCODE Processing Pipeline	0903203cf8454119203f359ff788dfe5		https://www.encodeproject.org/files/ENCFF371RAL/@@download/ENCFF371RAL.bed.gz	GRCh38				released	s3://encode-public/2016/10/28/f30afaa1-bc6f-4435-87b0-67d5cb0f624d/ENCFF371RAL.bed.gz	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF815CRR	bed narrowPeak	peaks and background as input for IDR	ENCSR352QSB	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										RXRA-human	DNA					False	2017-12-01	ENCODE				1, 2							ENCFF158EVG, ENCFF370PSF, ENCFF872NJT, ENCFF995OIG	6910473	ENCODE Processing Pipeline	3d077e4d0dee42f9b4a8c3d0b3148d69		https://www.encodeproject.org/files/ENCFF815CRR/@@download/ENCFF815CRR.bed.gz	GRCh38				released	s3://encode-public/2016/10/28/2aa05b1d-1f63-4ab9-9b55-5c1364c187a2/ENCFF815CRR.bed.gz	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF575LSG	bed narrowPeak	peaks and background as input for IDR	ENCSR352QSB	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										RXRA-human	DNA					False	2017-12-01	ENCODE				2							ENCFF158EVG, ENCFF370PSF, ENCFF995OIG	6377569	ENCODE Processing Pipeline	491c030b8efa3bed2b7edc3eaebb2ca0		https://www.encodeproject.org/files/ENCFF575LSG/@@download/ENCFF575LSG.bed.gz	GRCh38				released	s3://encode-public/2016/10/28/cd6d9ef9-762f-4563-a9a0-42e60d15ddce/ENCFF575LSG.bed.gz	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF420GLO	bed narrowPeak	conservative IDR thresholded peaks	ENCSR352QSB	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										RXRA-human	DNA					False	2017-12-01	ENCODE				1, 2							ENCFF371RAL, ENCFF419RSJ, ENCFF575LSG, ENCFF815CRR	826591	ENCODE Processing Pipeline	471480362d10ba6300977846259b63a8		https://www.encodeproject.org/files/ENCFF420GLO/@@download/ENCFF420GLO.bed.gz	GRCh38				released	s3://encode-public/2016/10/28/cd9d95c1-e634-423c-8041-0f76c80f6010/ENCFF420GLO.bed.gz	antibody characterized with exemption	biological replicates with identical biosample		
ENCFF572MCI	bed narrowPeak	optimal IDR thresholded peaks	ENCSR352QSB	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										RXRA-human	DNA					False	2017-12-01	ENCODE				1, 2							ENCFF371RAL, ENCFF419RSJ, ENCFF575LSG, ENCFF815CRR	964237	ENCODE Processing Pipeline	fbce958427fe15d56e57ed56493c8cd8		https://www.encodeproject.org/files/ENCFF572MCI/@@download/ENCFF572MCI.bed.gz	GRCh38				released	s3://encode-public/2016/10/28/165a178a-0ae1-4de1-93f1-3acd3d6802d3/ENCFF572MCI.bed.gz	antibody characterized with exemption	biological replicates with identical biosample		
