File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF001WTE	bed narrowPeak	peaks	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF001EIB	1014745	John Stamatoyannopoulos, UW	371a9c68c5c959988147ee31ccaa2c9f		https://www.encodeproject.org/files/ENCFF001WTE/@@download/ENCFF001WTE.bed.gz	hg19				archived	s3://encode-public/2011/01/11/76979e6b-35a6-4506-b066-7ef32781f074/ENCFF001WTE.narrowPeak.gz		sequencing runs labeled as technical replicates	insufficient read length	
ENCFF001WCQ	bed narrowPeak	peaks	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF001CHX	2352999	John Stamatoyannopoulos, UW	0fb9325e2080effc68e4609e315a36bc		https://www.encodeproject.org/files/ENCFF001WCQ/@@download/ENCFF001WCQ.bed.gz	hg19				archived	s3://encode-public/2012/07/12/970b2d5c-c40e-4345-b496-9b46a015241c/ENCFF001WCQ.narrowPeak.gz		sequencing runs labeled as technical replicates	insufficient read length	
ENCFF001WTF	bed narrowPeak	peaks	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF001EIK	1550814	John Stamatoyannopoulos, UW	e08f8067620dfc1f38811aa05493a384		https://www.encodeproject.org/files/ENCFF001WTF/@@download/ENCFF001WTF.bed.gz	hg19				archived	s3://encode-public/2011/01/11/cb9dbd6f-004d-4b3d-bdd6-d9a1ae377c88/ENCFF001WTF.narrowPeak.gz		sequencing runs labeled as technical replicates	insufficient read length	
ENCFF920ELS	bed narrowPeak	peaks	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF425YMJ, ENCFF967OQF	1333764	ENCODE Processing Pipeline	d79937a88e830880f8075dc497eb085c		https://www.encodeproject.org/files/ENCFF920ELS/@@download/ENCFF920ELS.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/e13be2fb-d231-4573-ac91-3d21fbf4a0f0/ENCFF920ELS.bed.gz		sequencing runs labeled as technical replicates	insufficient read length	
ENCFF280ZRI	bed narrowPeak	peaks	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF742XYO, ENCFF967OQF	1366086	ENCODE Processing Pipeline	fd6253419e58b6f2c898794080d82372		https://www.encodeproject.org/files/ENCFF280ZRI/@@download/ENCFF280ZRI.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/a6c52b40-ee53-4a07-9f6a-bd2d6509c454/ENCFF280ZRI.bed.gz		sequencing runs labeled as technical replicates	insufficient read length	
ENCFF350MDQ	bed narrowPeak	peaks	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF390DNP, ENCFF643MCR	1363702	ENCODE Processing Pipeline	6b442e70823447cacca78880596b0384		https://www.encodeproject.org/files/ENCFF350MDQ/@@download/ENCFF350MDQ.bed.gz	hg19				released	s3://encode-public/2018/05/14/0a6c0ba8-a790-41f1-bdf9-2481d63b1770/ENCFF350MDQ.bed.gz		sequencing runs labeled as technical replicates	insufficient read length	
ENCFF344XVX	bed narrowPeak	peaks	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF390DNP, ENCFF936ZSN	1328991	ENCODE Processing Pipeline	267ebef91f029e72feb754cdbe55aa3d		https://www.encodeproject.org/files/ENCFF344XVX/@@download/ENCFF344XVX.bed.gz	hg19				released	s3://encode-public/2018/05/14/c26c9161-8a28-4776-b18a-acb2a117fbf1/ENCFF344XVX.bed.gz		sequencing runs labeled as technical replicates	insufficient read length	
ENCFF909VZN	bed narrowPeak	peaks	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF742XYO, ENCFF967OQF	1368846	ENCODE Processing Pipeline	805f8166e137eb7da06dd96de1791a33		https://www.encodeproject.org/files/ENCFF909VZN/@@download/ENCFF909VZN.bed.gz	GRCh38				archived	s3://encode-public/2017/10/06/67600666-d73f-4672-9c3a-98b833322f7a/ENCFF909VZN.bed.gz		sequencing runs labeled as technical replicates	insufficient read length	
ENCFF415CSY	bed narrowPeak	peaks	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF425YMJ, ENCFF967OQF	1341012	ENCODE Processing Pipeline	f0e8770ce4ba0cc4a5e9de2c97992e5c		https://www.encodeproject.org/files/ENCFF415CSY/@@download/ENCFF415CSY.bed.gz	GRCh38				archived	s3://encode-public/2017/10/06/45f01886-050a-494a-a795-0ee5d19bb64a/ENCFF415CSY.bed.gz		sequencing runs labeled as technical replicates	insufficient read length	
ENCFF387TJX	bed narrowPeak	peaks	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF390DNP, ENCFF936ZSN	1328397	ENCODE Processing Pipeline	e74884bc5fe0fe314867aab414b68b40		https://www.encodeproject.org/files/ENCFF387TJX/@@download/ENCFF387TJX.bed.gz	hg19				archived	s3://encode-public/2017/10/08/554f8c0b-56ad-4bfa-9fbf-5ce573defce2/ENCFF387TJX.bed.gz		sequencing runs labeled as technical replicates	insufficient read length	
ENCFF159CHE	bed narrowPeak	peaks	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF390DNP, ENCFF643MCR	1363713	ENCODE Processing Pipeline	34b70eded94a6d9858c48f04c4daa5e4		https://www.encodeproject.org/files/ENCFF159CHE/@@download/ENCFF159CHE.bed.gz	hg19				archived	s3://encode-public/2017/10/08/b1ec675c-0cf8-4487-8a43-bf69a68faabb/ENCFF159CHE.bed.gz		sequencing runs labeled as technical replicates	insufficient read length	
ENCFF749DUT	bed narrowPeak	peaks	ENCSR930YSB	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF594MMQ, ENCFF967OQF	1090569	ENCODE Processing Pipeline	50b0226b95659efb8279834987cc1565		https://www.encodeproject.org/files/ENCFF749DUT/@@download/ENCFF749DUT.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/65512a6e-f6e0-4f70-a927-11ad07aa5476/ENCFF749DUT.bed.gz	low spot score			
ENCFF637ZID	bed narrowPeak	peaks	ENCSR930YSB	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF679ZBQ	1089883	ENCODE Processing Pipeline	a8c448cda797f68d12d3be242043461d		https://www.encodeproject.org/files/ENCFF637ZID/@@download/ENCFF637ZID.bed.gz	hg19				released	s3://encode-public/2018/05/14/b40980bb-ae8a-459e-a565-77040fabb324/ENCFF637ZID.bed.gz	low spot score			
ENCFF734PPZ	bed narrowPeak	peaks	ENCSR930YSB	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF778KEB, ENCFF992CZQ	1050561	ENCODE Processing Pipeline	474344882a84d794e3cdc7a23e8f6003		https://www.encodeproject.org/files/ENCFF734PPZ/@@download/ENCFF734PPZ.bed.gz	GRCh38				archived	s3://encode-public/2016/11/03/494226a2-2d07-42ae-9af1-c211b037cb23/ENCFF734PPZ.bed.gz	low spot score			
ENCFF191JBX	bed narrowPeak	peaks	ENCSR930YSB	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF887IPF	1045596	ENCODE Processing Pipeline	32e4128164a64a6a5c1025eca8ed58c4		https://www.encodeproject.org/files/ENCFF191JBX/@@download/ENCFF191JBX.bed.gz	hg19				archived	s3://encode-public/2016/11/03/f2bf3ac9-4cfb-487d-948c-8fb89d877e52/ENCFF191JBX.bed.gz	low spot score			
ENCFF460YVL	bed narrowPeak	peaks	ENCSR930YSB	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF594MMQ, ENCFF967OQF	1092570	ENCODE Processing Pipeline	cec559784e0ab477aa05e4123696a472		https://www.encodeproject.org/files/ENCFF460YVL/@@download/ENCFF460YVL.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/29f969a2-9ca6-4098-ade8-eea8ea6f8743/ENCFF460YVL.bed.gz	low spot score			
ENCFF819MDU	bed narrowPeak	peaks	ENCSR930YSB	DNase-seq	UBERON:0000945	stomach	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF679ZBQ	1089799	ENCODE Processing Pipeline	4679c9babc73fa8154ddfd59f797f632		https://www.encodeproject.org/files/ENCFF819MDU/@@download/ENCFF819MDU.bed.gz	hg19				archived	s3://encode-public/2017/09/19/ab34169b-55c6-45d3-aab5-2e56edfa7555/ENCFF819MDU.bed.gz	low spot score			
ENCFF932ATD	bed narrowPeak	peaks	ENCSR437KLY	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF892PLU, ENCFF967OQF	658461	ENCODE Processing Pipeline	5e94722695a94e8076d64d55f0efaf0f		https://www.encodeproject.org/files/ENCFF932ATD/@@download/ENCFF932ATD.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/1e7870dd-97bd-44c2-b533-d48c70ce7492/ENCFF932ATD.bed.gz	low read depth, low spot score			
ENCFF729VHV	bed narrowPeak	peaks	ENCSR437KLY	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF377ZKN, ENCFF390DNP	658542	ENCODE Processing Pipeline	05a979898875eca6817d0712a19fc9eb		https://www.encodeproject.org/files/ENCFF729VHV/@@download/ENCFF729VHV.bed.gz	hg19				released	s3://encode-public/2018/05/14/1a843f68-8268-4a8b-8733-214ce54be917/ENCFF729VHV.bed.gz	low read depth, low spot score			
ENCFF880ORV	bed narrowPeak	peaks	ENCSR437KLY	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF076ABH, ENCFF992CZQ	617691	ENCODE Processing Pipeline	63d9d7c834415eb9df282da7c49267fa		https://www.encodeproject.org/files/ENCFF880ORV/@@download/ENCFF880ORV.bed.gz	GRCh38				archived	s3://encode-public/2016/11/03/8e9a8164-80cc-46c7-be64-e6dd55f5b53c/ENCFF880ORV.bed.gz	low read depth, low spot score			
ENCFF566SFJ	bed narrowPeak	peaks	ENCSR437KLY	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF548UFF	614637	ENCODE Processing Pipeline	4c6837123b9721fb9765d8cec119cb1e		https://www.encodeproject.org/files/ENCFF566SFJ/@@download/ENCFF566SFJ.bed.gz	hg19				archived	s3://encode-public/2016/11/03/34867fb2-0cf6-4f60-9f9a-9b9c72a91d59/ENCFF566SFJ.bed.gz	low read depth, low spot score			
ENCFF967WVU	bed narrowPeak	peaks	ENCSR437KLY	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF892PLU, ENCFF967OQF	659718	ENCODE Processing Pipeline	619f1b0ae7869641581c5da934aeecf5		https://www.encodeproject.org/files/ENCFF967WVU/@@download/ENCFF967WVU.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/a9e142c4-fbc9-47b2-a750-7a3999c315a6/ENCFF967WVU.bed.gz	low read depth, low spot score			
ENCFF955EKA	bed narrowPeak	peaks	ENCSR437KLY	DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF377ZKN, ENCFF390DNP	658332	ENCODE Processing Pipeline	4a18017d14d674bb8c0d810653254c01		https://www.encodeproject.org/files/ENCFF955EKA/@@download/ENCFF955EKA.bed.gz	hg19				archived	s3://encode-public/2017/09/19/d60e4d93-97f5-441d-85f9-8c3900edf968/ENCFF955EKA.bed.gz	low read depth, low spot score			
ENCFF111XGH	bed narrowPeak	peaks	ENCSR281HBB	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF672QYE, ENCFF967OQF	876907	ENCODE Processing Pipeline	b8207d2f78b19638f25a57896d9ed84d		https://www.encodeproject.org/files/ENCFF111XGH/@@download/ENCFF111XGH.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/52035c41-3a03-41d5-9fd3-a04b0e5e23fd/ENCFF111XGH.bed.gz	low read depth, low spot score			
ENCFF110CYC	bed narrowPeak	peaks	ENCSR281HBB	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF549MOI	874909	ENCODE Processing Pipeline	617f492759a9058b85e9fbfec918376a		https://www.encodeproject.org/files/ENCFF110CYC/@@download/ENCFF110CYC.bed.gz	hg19				released	s3://encode-public/2018/05/14/61478b57-c651-4f17-8366-2f37c0b07b76/ENCFF110CYC.bed.gz	low read depth, low spot score			
ENCFF457SNT	bed narrowPeak	peaks	ENCSR281HBB	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF946VGJ	853751	ENCODE Processing Pipeline	c886138cb2de8c217ae2aad37e5bbbf0		https://www.encodeproject.org/files/ENCFF457SNT/@@download/ENCFF457SNT.bed.gz	hg19				archived	s3://encode-public/2016/10/28/a8bcfc0d-5bce-4fee-acd1-54d6359f32df/ENCFF457SNT.bed.gz	low read depth, low spot score			
ENCFF617MXO	bed narrowPeak	peaks	ENCSR281HBB	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF265ZUN, ENCFF992CZQ	860054	ENCODE Processing Pipeline	b64446088b171bd3addd4bf5f08fdcb5		https://www.encodeproject.org/files/ENCFF617MXO/@@download/ENCFF617MXO.bed.gz	GRCh38				archived	s3://encode-public/2016/10/28/f20289b2-ef6a-4b0f-8ca6-739feb1c41d0/ENCFF617MXO.bed.gz	low read depth, low spot score			
ENCFF733HEF	bed narrowPeak	peaks	ENCSR281HBB	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF672QYE, ENCFF967OQF	880200	ENCODE Processing Pipeline	3fb83ac46a04592d562d8f1d77b53bf1		https://www.encodeproject.org/files/ENCFF733HEF/@@download/ENCFF733HEF.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/2308dce1-62c5-4238-b621-3ae34e0659fc/ENCFF733HEF.bed.gz	low read depth, low spot score			
ENCFF314KLM	bed narrowPeak	peaks	ENCSR281HBB	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF549MOI	876106	ENCODE Processing Pipeline	f0ab4517cc28c9c2d948c13721b9edcd		https://www.encodeproject.org/files/ENCFF314KLM/@@download/ENCFF314KLM.bed.gz	hg19				archived	s3://encode-public/2017/09/19/94fde73d-39ba-40cb-bf2b-2d78315b0bac/ENCFF314KLM.bed.gz	low read depth, low spot score			
ENCFF929WJR	bed narrowPeak	peaks	ENCSR871APX	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF685FBO, ENCFF967OQF	833335	ENCODE Processing Pipeline	6c21d0eaf087d7bc5e5d4a25cb4aa8e8		https://www.encodeproject.org/files/ENCFF929WJR/@@download/ENCFF929WJR.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/6c11620a-0e73-4937-a42f-4527fa9ae8f9/ENCFF929WJR.bed.gz	low read depth, low spot score			
ENCFF186VEE	bed narrowPeak	peaks	ENCSR871APX	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF886SQA	832736	ENCODE Processing Pipeline	881a0b1c42fa577c7eccf4b69684a414		https://www.encodeproject.org/files/ENCFF186VEE/@@download/ENCFF186VEE.bed.gz	hg19				released	s3://encode-public/2018/05/14/8ae722d1-3a68-433d-91dd-5d3d2cccdab6/ENCFF186VEE.bed.gz	low read depth, low spot score			
ENCFF442VET	bed narrowPeak	peaks	ENCSR871APX	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF426BKV	787170	ENCODE Processing Pipeline	35f581039507fdb5744a17d06afbf17a		https://www.encodeproject.org/files/ENCFF442VET/@@download/ENCFF442VET.bed.gz	hg19				archived	s3://encode-public/2016/10/28/c1237d4a-d952-4435-b19d-a604ef33b2f6/ENCFF442VET.bed.gz	low read depth, low spot score			
ENCFF816CNZ	bed narrowPeak	peaks	ENCSR871APX	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF289TZA, ENCFF992CZQ	789126	ENCODE Processing Pipeline	29b94a81ace35be347d86439e4b67040		https://www.encodeproject.org/files/ENCFF816CNZ/@@download/ENCFF816CNZ.bed.gz	GRCh38				archived	s3://encode-public/2016/10/28/205325d1-e205-46f9-9423-61fa51e91a91/ENCFF816CNZ.bed.gz	low read depth, low spot score			
ENCFF807UWE	bed narrowPeak	peaks	ENCSR871APX	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF685FBO, ENCFF967OQF	834794	ENCODE Processing Pipeline	bd1e494334129ef2e30d735d5c1d7907		https://www.encodeproject.org/files/ENCFF807UWE/@@download/ENCFF807UWE.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/76f85025-aec1-43de-a140-64e1e2d38a23/ENCFF807UWE.bed.gz	low read depth, low spot score			
ENCFF999MRB	bed narrowPeak	peaks	ENCSR871APX	DNase-seq	UBERON:0004539	right kidney	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF886SQA	832609	ENCODE Processing Pipeline	bd90a154489afa5ddd27c540a3b85017		https://www.encodeproject.org/files/ENCFF999MRB/@@download/ENCFF999MRB.bed.gz	hg19				archived	s3://encode-public/2017/09/19/35695da1-96f8-4f79-8a09-6869ec651714/ENCFF999MRB.bed.gz	low read depth, low spot score			
ENCFF025GJZ	bed narrowPeak	peaks	ENCSR064GBK	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF231TEJ, ENCFF967OQF	1214517	ENCODE Processing Pipeline	80118a10a84b049711f55a81974e4ded		https://www.encodeproject.org/files/ENCFF025GJZ/@@download/ENCFF025GJZ.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/67a0b4a4-1f53-40b0-9940-37745fc2cd0f/ENCFF025GJZ.bed.gz	low read depth			
ENCFF007RSQ	bed narrowPeak	peaks	ENCSR064GBK	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF376OPD, ENCFF390DNP	1214167	ENCODE Processing Pipeline	a30c026a3a286ae073defa34028e2984		https://www.encodeproject.org/files/ENCFF007RSQ/@@download/ENCFF007RSQ.bed.gz	hg19				released	s3://encode-public/2018/05/14/02b3e3f1-a780-42e3-a496-a5ad4663b666/ENCFF007RSQ.bed.gz	low read depth			
ENCFF574UTF	bed narrowPeak	peaks	ENCSR064GBK	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF126CDN, ENCFF992CZQ	1163657	ENCODE Processing Pipeline	aa8c2656b09c7927dda8020d109add37		https://www.encodeproject.org/files/ENCFF574UTF/@@download/ENCFF574UTF.bed.gz	GRCh38				archived	s3://encode-public/2016/11/04/8650520a-591c-4a5d-a06d-2f306eda81b1/ENCFF574UTF.bed.gz	low read depth			
ENCFF671KDX	bed narrowPeak	peaks	ENCSR064GBK	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF623VCU	1161290	ENCODE Processing Pipeline	003aa13b6b60a3da82802feb659287ff		https://www.encodeproject.org/files/ENCFF671KDX/@@download/ENCFF671KDX.bed.gz	hg19				archived	s3://encode-public/2016/11/04/46c29865-22cf-43dd-8e00-65b2cd371d66/ENCFF671KDX.bed.gz	low read depth			
ENCFF897YVS	bed narrowPeak	peaks	ENCSR064GBK	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF231TEJ, ENCFF967OQF	1215127	ENCODE Processing Pipeline	d7623d56f8eda9752cd1da69fedfe33a		https://www.encodeproject.org/files/ENCFF897YVS/@@download/ENCFF897YVS.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/93b0808c-18a0-432b-9c1b-350d21c884e3/ENCFF897YVS.bed.gz	low read depth			
ENCFF459ZCG	bed narrowPeak	peaks	ENCSR064GBK	DNase-seq	UBERON:0000948	heart	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF376OPD, ENCFF390DNP	1213973	ENCODE Processing Pipeline	224ccd68774f94f3ce2eb4b3d85ef3cf		https://www.encodeproject.org/files/ENCFF459ZCG/@@download/ENCFF459ZCG.bed.gz	hg19				archived	s3://encode-public/2017/09/19/507db02a-b17c-4c47-94e6-a75bbe40793f/ENCFF459ZCG.bed.gz	low read depth			
ENCFF387LWE	bed narrowPeak	peaks	ENCSR531HPD	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF433YCY, ENCFF967OQF	800170	ENCODE Processing Pipeline	4e24ba96e84c0d981ad94d5b9fbe67e8		https://www.encodeproject.org/files/ENCFF387LWE/@@download/ENCFF387LWE.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/3a81af48-b03f-43ce-9b4a-463ad33729af/ENCFF387LWE.bed.gz	low read depth			
ENCFF494EIC	bed narrowPeak	peaks	ENCSR531HPD	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF495DVW	798834	ENCODE Processing Pipeline	a05ce2429f5e1cb94fd0e421344c3d6b		https://www.encodeproject.org/files/ENCFF494EIC/@@download/ENCFF494EIC.bed.gz	hg19				released	s3://encode-public/2018/05/14/35377d58-3330-4012-8cb2-fa101fbc2ef8/ENCFF494EIC.bed.gz	low read depth			
ENCFF033UGB	bed narrowPeak	peaks	ENCSR531HPD	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF276YNH	767850	ENCODE Processing Pipeline	5950092c3ea10ea828cae80eee957411		https://www.encodeproject.org/files/ENCFF033UGB/@@download/ENCFF033UGB.bed.gz	hg19				archived	s3://encode-public/2016/10/28/a7273288-71ad-4af5-be29-5e53a1586a67/ENCFF033UGB.bed.gz	low read depth			
ENCFF120DNW	bed narrowPeak	peaks	ENCSR531HPD	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF194MIF, ENCFF992CZQ	770025	ENCODE Processing Pipeline	ec5d3bc14cd6c8ed8e0a554c30b1b363		https://www.encodeproject.org/files/ENCFF120DNW/@@download/ENCFF120DNW.bed.gz	GRCh38				archived	s3://encode-public/2016/10/28/08b6bdfc-7021-46b2-b32d-263a991e99ff/ENCFF120DNW.bed.gz	low read depth			
ENCFF813JWJ	bed narrowPeak	peaks	ENCSR531HPD	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF433YCY, ENCFF967OQF	801679	ENCODE Processing Pipeline	9db617a585488d2e0ef09014e5f80c6a		https://www.encodeproject.org/files/ENCFF813JWJ/@@download/ENCFF813JWJ.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/2e9a0460-2c65-4c46-ac3a-8d8a33b36679/ENCFF813JWJ.bed.gz	low read depth			
ENCFF986VDP	bed narrowPeak	peaks	ENCSR531HPD	DNase-seq	UBERON:0000059	large intestine	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF495DVW	798609	ENCODE Processing Pipeline	881ed499faf281bbf55eec1434fb81d0		https://www.encodeproject.org/files/ENCFF986VDP/@@download/ENCFF986VDP.bed.gz	hg19				archived	s3://encode-public/2017/09/19/d6234b21-c509-4ab4-9ccf-6f77d5f645f2/ENCFF986VDP.bed.gz	low read depth			
ENCFF001SQK	bed narrowPeak	peaks	ENCSR000ENC	DNase-seq	CL:0002603	astrocyte of the cerebellum	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1, 2							ENCFF001CWT, ENCFF001CWY	1728946	John Stamatoyannopoulos, UW	d313c9568587d0ca8ca43846c126d457		https://www.encodeproject.org/files/ENCFF001SQK/@@download/ENCFF001SQK.bed.gz	hg19				archived	s3://encode-public/2012/09/01/ac9bbaff-6ac6-4226-8522-7f2ab06dafb9/ENCFF001SQK.narrowPeak.gz	low read depth			
ENCFF001WGP	bed narrowPeak	peaks	ENCSR000ENC	DNase-seq	CL:0002603	astrocyte of the cerebellum	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF001CWY	2121698	John Stamatoyannopoulos, UW	99130757ca2523c598bbc79a4c7066d9		https://www.encodeproject.org/files/ENCFF001WGP/@@download/ENCFF001WGP.bed.gz	hg19				archived	s3://encode-public/2011/01/11/df86c710-0145-4bfa-8a3d-7e031d0fdbe9/ENCFF001WGP.narrowPeak.gz	low read depth			
